id,year,title,Runtime,Rating,Directors,Writers,Production companies,Genres,Plot
16020,1984.0,A Married Man,30,8.4,Sydney Lotterby,John Esmonde-Bob Larbey,British Broadcasting Corporation,Comedy-Drama,"The Bryces throw a dinner party, inviting Howard and Hilda and Paul with his girl-friend Harriet. Unfortunately after dinner the door-bell rings and Martin finds himself facing Sue, The wife from whom Paul is separated but not divorced. Martin shows an unusual amount of tact in informing Paul, who sends Harriet home whilst Ann has an illuminating chat with Sue, who has come to say she wants a divorce but also points out to Ann that Paul is not as perfect as he may seem."
16021,1926.0,The Adventures of Prince Achmed,81,7.8,Lotte Reiniger-Carl Koch,Lotte Reiniger,Comenius-Film GmbH,Animation-Adventure-Fantasy-Romance,"Based on stories from ""The Arabian Nights."" A wicked sorcerer tricks Prince Achmed into riding a magical flying horse. The heroic prince is able to subdue the magical horse, which he uses to fly off to many adventures. While travelling, he falls in love with the beautiful Princess Pari Banu, and must defeat an army of demons to win her heart. The entire film is animated using the silhouette technique, which employs movable cardboard and metal cutouts posed in front of illuminated sheets of glass."
16022,2003.0,Battlestar Galactica: The Miniseries,183,8.6,Michael Rymer,Glen A. Larson-Ronald D. Moore,R&D TV-Sky TV-USA Cable Entertainment,Action-Adventure-Drama-Sci-Fi,"It's been 40 years since the 12 colonies of mankind have heard from their progeny, the Cylons -- robotic creatures who rose up and declared war on their masters, then disappeared. In a sudden, devastating strike, the Cylons return and lay waste to the colonies, aided by human-looking Cylon variants and an unwitting fifth columnist. The attack forces Commander William Adama to call into action his museum-piece warship, the Battlestar Galactica, and soon its company of hotshot fighter pilots is blasting away at the invaders. But their best efforts can't prevent the colonies' obliteration. Fleeing the Cylon genocide, the Galactica leads a rag-tag fleet of survivors on a lonely quest to find humanity's fabled 13th colony -- a planet known as Earth."
16023,1996.0,Love Is All There Is,120,5.2,Joseph Bologna-Renée Taylor,Gabriel Bologna-Joseph Bologna-William Shakespeare,Cinema 7,Comedy-Romance,"The Capomezzo's and the Malacici's are Italian-American families who are also rivals in the catering and restaurant business. Things come to a head when the Capomezzo's son and the Malacici's daughter get thrown together for the leads in a Romeo & Juliet community play. As the parents continue butting heads, the children fall in love and hilarity ensues."
16024,1989.0,Kiss Shot,90,5.0,Jerry London,Carl Kleinschmitt,Jerry London Productions-Whoop Inc.,Drama,A detached black mother loses her job and also the ability to pay back her credit. She recalls her billiard skills and begins to play for money. Will she be cool enough to be a pro in such a game? Things get worse when she falls in love with an opponent.
16025,1984.0,The Cannonball Run II,108,4.9,Hal Needham,Brock Yates-Hal Needham-Al Ruddy,Golden Harvest Company-Warner Bros.-Arcafin B.V.-Towa Productions,Action-Comedy,"The Sheik who competed at the last Cannonball Run, is berated by his father for not winning it. So he tells him to go and win. Problem is that there is no Cannonball Run. So his father tells him to make one of his own. He puts up a million dollars as the prize. So former Cannonballers J.J. and his buddy Vince join, as does Blake and Fenderbaum and some other characters. But Blake and Fenderbaum owe a mobster some money, and the mobster owes some other guy more. He then decides to grab the Sheik and hold him for ransom so he can pay the guy back."
16026,1984.0,The Warrior and the Sorceress,81,4.0,John C. Broderick,John C. Broderick-John C. Broderick-William Stout,Aries Cinematográfica Argentina-New Horizons Picture,Adventure-Fantasy,"The mighty warrior, Kain, crosses the barren wastelands of the planet Ura, where two arch enemies, Zeg and the evil degenerate Balcaz, fight incessantly for control of the village's only well. Kain sees his opportunity and announces that his sword is for hire...but his eyes stay clearly on the beautiful captive sorceress Naja, and his newly awakened purpose."
16027,2003.0,WWE: Tenth Anniversary of Raw,,6.9,Kevin Dunn,,World Wrestling Entertainment (WWE),Action,
16028,1978.0,Paradise Alley,107,5.8,Sylvester Stallone,Sylvester Stallone,Force Ten Productions Inc.,Drama,"It's 1946 in Hell's Kitchen in New York City. Cosmo Carboni, the eldest of the three Carboni brothers, is lamenting what he sees as them not living up to their potential. Big talking Cosmo hustles and panhandles for money. Brooding Lenny Carboni, an injured veteran whose sullen attitude stems from his time in the war, is an undertaker. And youngest Victor Carboni, the simple muscle-man who wouldn't hurt a fly unless he's annoyed, is an iceman. Victor looks to Lenny and his Chinese-American girlfriend Susan Chow as his voices of reason. After Victor holds his own against wrestler Frankie the Thumper in an arm wrestling match, Frankie who is seen as the strongest man in the neighborhood, and after seeing the lucrative wrestling matches - which are more like street fights without rules - at the underground nightclub called Paradise Alley, Cosmo gets it into his head that wrestling may be Victor's calling and a way for them all to get out of Hell's Kitchen for good. The brothers would act as trainer and manager. Lenny, doing it only to ensure Victor's safety, and Victor, who is rechristened ""Kid Salami"", ultimately agree. But instead of bonding the brothers closer together, the wrestling life and their relationship to a taxi dancer named Annie threatens to tear them apart as their priorities start to diverge. And a wrestling match with Frankie, who, with his sadistic manager, Stitch Malone, treats it as a grudge match, may threaten Victor's life altogether."
16029,2005.0,Point Pleasant: The Complete Series,,,,,,,
16030,2001.0,Wet Hot American Summer,97,6.7,David Wain,Michael Showalter-David Wain,Eureka Pictures-North Coast Group,Comedy-Romance,"The setting is Camp Firewood, the year 1981. It's the last day before everyone goes back to the real world, but there's still a summer's worth of unfinished business to resolve. At the center of the action is camp director Beth, who struggles to keep order while she falls in love with the local astrophysics professor. He is busy trying to save the camp from a deadly piece of NASA's Skylab which is hurtling toward earth. All that, plus: a dangerous waterfall rescue, love triangles, misfits, cool kids, and talking vegetable cans. The questions will all be resolved, of course, at the big talent show at the end of the day."
16031,2002.0,Kiss the Bride,89,5.5,Vanessa Parise,Vanessa Parise,Empera Pictures-Imageworks Entertainment International-Replay Pictures,Comedy-Drama-Romance,"In Rhode Island, in the Italian-American family Sposato, Danni is going to marry Geoffrey Brancato. Danni lives with her parents Santo and Irena and is the third and 'the good daughter' of her family. Her three sisters come for her wedding: the older Nikki, a successful TV starlet, who works in a TV show very similar to 'Baywatch'. Nikki brings her boy-friend and manager Marty Weinberg to be introduced to her family. Chrissy, who deals with investments in Wall Street; and the rebel younger Toni , who plays in a rock-and- roll band with her lesbian lover Amy Kayne. Together, they have meals in the restaurant of Tom Terranova, the former and first love of Nikki. Many discussions of the Sposato family show wounds not healed, when the characters expose their real feelings."
16032,2001.0,Vampire Junction,94,2.8,Jesús Franco,Jesús Franco,One Shot Productions,Horror-Western,
16033,1999.0,Introducing Dorothy Dandridge,120,7.1,Martha Coolidge,Earl Mills-Shonda Rhimes-Scott Abbott,HBO Films-Esparza / Katz Productions-Vincent Cirrincione Associates,Biography-Drama-Music-Romance,"This biography of Dorothy Dandridge follows her career through early days on the club circuit with her sister to her turn in movies, including becoming the first black actress to win a Best Actress Nomination in 1954 for ""Carmen Jones"", to her final demise to prescription drugs, which was debated whether it was suicide or accidental. Brent Spiner plays her faithful manager who stood beside her through all of the roller coaster of her career. The film also examines her love affair with director Otto Preminger, which is shown to have probably initially helped her career, but later probably led her to some wrong decisions. The film also examines 50's racism as the black star is not permitted to use white bathrooms or the Vegas pool. In the first situation, she was given a bathroom cup to pee in. In the second situation, the hotel drained the pool and scrubbed it after she dared put her foot in the water."
16034,2002.0,World Trade Center: Anatomy of the Collapse,,7.5,,,The Learning Channel,Documentary,
16035,2002.0,Disappearance,92,5.4,Walter Klenhard,Walter Klenhard,TBS Superstation-Fireworks Entertainment-Nightstar Productions-Robert Greenwald Productions,Mystery-Thriller-Horror,
16036,2004.0,Perfect Opposites,99,5.6,Matt Cooper,Matt Cooper-Stewart J. Zully,Vault,Drama-Romance,"In the Midwest of USA, the sweethearts Drew and Julia are graduating in the college. Drew convinces Julia to move with him to Los Angeles, where his sister Terri lives and got a job for him. The young couple become close friends of their neighbors Elyse and Lenny Steinberg, who owns a small real estate business. However, the immature Drew breaks the relationship with Julia, afraid of the consequences of their commitment."
16037,2001.0,Someone Like You,97,6.1,Tony Goldwyn,Laura Zigman-Elizabeth Chandler,Fox 2000 Pictures-Lynda Obst Productions,Comedy-Romance,"Jane Goodale has everything going for her. She's a producer of a popular daytime talk show, and is in a hot romance with the show's dashing executive producer Ray. When Ray unexpectedly dumps her, she begins an extensive study of male behavior to try to find out what makes men tick. Her ""research"" leads her to become an overnight sensation/guru for single women everywhere. When Jane begins to use her womanizing roommate and co-worker Eddie as fodder for her research, she finds both humor and answers where they were least expected."
16038,2003.0,The Joe Schmo Show: Uncensored: Season 1,,,,,,,
16039,1997.0,Welcome to Sarajevo,103,6.8,Michael Winterbottom,Michael Nicholson-Frank Cottrell Boyce,Miramax-Channel Four Films-Dragon Pictures,Drama-War,"Journalist Floyd from the U.S., Michael Henderson from the U.K., and their teams meet at the beginning of the Bosnian war in Sarajevo. During their reports, they find an orphanage run by the devoted Mrs. Savic near the frontline. Henderson gets so involved in the kids' problems, that he decides to take one of the children, Emira, illegally back to England. He is assisted by American aid worker Nina."
16040,2002.0,The Son,99,7.7,Jean-Pierre Dardenne-Luc Dardenne,Jean-Pierre Dardenne-Luc Dardenne,Archipel 35-Les Films du Fleuve-Radio Télévision Belge Francophone,Drama-Mystery,"Olivier - meticulous, careful, even-handed - teaches carpentry at a vocational school in Liège. He's asked to take on Francis, 16, a new student. He declines the request then begins to watch, even spy on, the new lad. Olivier knows something. Later that day, he's visited by Magali, his ex-wife, who tells him that she's remarrying and is pregnant. Olivier seems to follow instinctive responses: ""why today?"" he demands of Magali; he continues to follow Francis; he changes his mind about enrolling the youth. What's the history between the two? After that becomes clear, what is it Olivier will do? Is this precise and measured carpenter in control of himself?"
16041,1995.0,Safe,119,7.2,Todd Haynes,Todd Haynes,American Playhouse Theatrical Films-Killer Films-Chemical Films-Good Machine-Kardana Productions-Channel Four Films-Arnold Semler-American Playhouse-Kardana Films,Drama,"""Safe"" has been described as a horror movie of the soul, a description that director Todd Haynes relishes. California housewife Carol White seems to have it all in life: a wealthy husband, a beautiful house, servants, beauty, and a lot of friends. The only thing she lacks is a strong personality: Carol seems timid and empty during all of her interactions with the world around her. At the beginning of the film, one would consider her to be more safe in life than just about anyone. That doesn't turn out to be the case. Starting with headaches and leading to a grandmal seizure, Carol becomes more and more sick, claiming that she's become sensitive to the common toxins in today's world: exhaust, fumes, aerosol spray, etc. She pulls back from the sexual advances of her husband and spends her nights alone by the TV or wandering around the outside of her well-protected home like an animal in a cage. Her physician examines her and can find nothing wrong. An allergist finds that she has an allergic reaction to milk but explains that there is no treatment for that sort of allergy. She sees a psychiatrist who does nothing but make her nervous. In the hospital, Carol sees an infomercial for Wrenwood, a new-age retreat for those who are ""environmentally ill,"" and leaves her husband and stepson to try and find salvation at this retreat: headed by a phony, grandstanding, ""sensitive"" individual named Peter Dunning."
16042,2004.0,Face of Terror,100,4.3,Bryan Goeres,Douglas L. Walton-Brent Huff-Robert Tiffe,Drimtim Entertainment,Action-Drama-Thriller,A Los Angeles police officer travels to Spain in search of his sister who disappears in Barcelona after pursuing a modeling career. A trail of drugs and corruption lead him to a terrorist cell that has been using American girls as human bombs. Will his sister be next?
16043,2004.0,Hanaukyo Maid Team La Verite,23,6.4,,Morishige-Jukki Hanada-Takashi Aoshima,,Animation-Comedy,
16044,1955.0,The Man from Laramie,103,7.4,Anthony Mann,Philip Yordan-Frank Burt-Thomas T. Flynn,Columbia Pictures-William Goetz Productions,Western,"Mysterious Will Lockhart delivers supplies to storekeeper Barbara Waggoman at Coronado, an isolated town in Apache country. Before long, he's tangled with Dave Waggoman, vicious son of autocratic rancher Alec and cousin of sweet Barbara. But he sticks around town, his presence a catalyst for changes in people's lives, searching for someone he doesn't know...who's been selling rifles to the Apaches."
16045,1989.0,A Raisin in the Sun,171,7.2,Bill Duke,Lorraine Hansberry,American Playhouse-Fireside Entertainment-KCET-NBLA Productions-WNET,Comedy-Drama-Romance-Sci-Fi,
16046,1993.0,The Beverly Hillbillies,92,4.9,Penelope Spheeris,Paul Henning-Lawrence Konner-Mark Rosenthal,Twentieth Century Fox,Comedy-Family,"Jed Clampett and kin move from Arkansas to Beverly Hills, when he becomes a billionaire, after an oil strike. The country folk are very naive with regard to life in the big city, so when Jed starts a search for a new wife, there are inevitably plenty of takers and con artists ready to make a fast buck."
16047,2005.0,Because of Winn-Dixie,106,6.4,Wayne Wang,Kate DiCamillo-Joan Singleton,Twentieth Century Fox-Walden Media,Comedy-Drama-Family,"A girl named Opal move to a new home that is a trailer park. She has no friends and her dad is always doing something.Her dad told her to go to Winn Dixie to get some food. When she get there, something is going on. People were chasing something, then she see a dog. The dog was happy, he jumped on the manager, and the manager told his workers to call the pound. Opal did not want the dog to go to the pound, so she said the doog was hers. She named the dog Winn Dixie, the place where she found him. She goes home to ask her dad can she keep the dog. Opal dad lets her keep the dog she make a lot more friends that summer. She almost lost Winn Dixie in a thunderstorm at a party. Opal and Winn Dixie make friends with the kids at her church and old people smart and wise. Opal learns a lesson that you can't hold on to people who does not want to be held on to."
16048,2002.0,Mere Yaar Ki Shaadi Hai,158,5.4,Sanjay Gadhvi,Sanjay Gadhvi-Mayur Puri-Mayur Puri,Yash Raj Films,Comedy-Drama-Romance,"Love hits people in all sorts of ways. To Sanjay (Uday Chopra) however, love hit him like a ton of bricks. Sanjay is the dithering Casanova, constantly bungling up his romantic liaisons, till one day the phone rings. Anjali (Sanjana) his childhood friend is getting married. It's now that the bricks fall on him. Observing Sanjay's reaction to this news and hearing him talk of Anjali, his flat mate Ria (Bipasha Basu) concludes that Sanjay is in love with her. Sanjay wakes up to this truth, reluctantly but surely and sets off on a noble mission - to break the wedding. He is overjoyed to be reunited with Anjali - till he meets the groom to be - handsome, charismatic, every girl's dream guy, Rohit (Jimmy Shergill). Nevertheless, Sanjay's love for Anjali compels him to take on the world and he sets off on his crusade of poisoning the family's mind against Rohit. It's all about a clash between the good and the not-so-good."
16049,1988.0,The Moderns,126,6.7,Alan Rudolph,Alan Rudolph-Jon Bradshaw,Nelson Entertainment,Comedy-Drama-Romance,"Nick Hart is a struggling American artist who lives amongst the expatriate community in 1920s Paris. He spends most of his time drinking and socializing in local cafés and pestering gallery owner Libby Valentin to sell his paintings. He becomes involved in a plot by wealthy art patroness Nathalie de Ville to forge three paintings. This leads to several run-ins with American rubber magnate Bertram Stone, who happens to be married to Hart's ex-wife Rachel."
16050,1982.0,Deathtrap,116,7.0,Sidney Lumet,Ira Levin-Jay Presson Allen,Warner Bros.,Comedy-Crime-Mystery-Thriller,"To make Sidney's slump all the more painful, Clifford Anderson, a student of one of Sidney's writing seminars, has recently sent his mentor a copy of his first attempt at playwrighting for Sidney's review and advice. The play, ""Deathtrap"", is a five character, two-act thriller so perfect in its construction that, as Sidney says, ""A gifted director couldn't even hurt it."" Using his penchant for plot, and out of his desperate desire to once again be the toast of Broadway, Sidney, along with Myra, cook up an almost unthinkable scheme: They'll lure the would-be playwright to the Bruhl home, kill him, and market the sure-fire script as Sidney's own. But shortly after Clifford arrives, it's clear that things are not what they seem. Even Helga Ten Dorp, a nosey psychic from next door, and Porter Milgram, Sidney's observant attorney, can only speculate where the line between truth and deception lies."
16051,1985.0,Francis Bacon,,,,,,,
16052,1940.0,Fantasia,125,7.8,James Algar-Samuel Armstrong-Ford Beebe Jr.,Joe Grant-Dick Huemer-Lee Blair,Walt Disney Productions,Animation-Family-Fantasy-Music,"Disney animators set pictures to Western classical music as Leopold Stokowski conducts the Philadelphia Orchestra. ""The Sorcerer's Apprentice"" features Mickey Mouse as an aspiring magician who oversteps his limits. ""The Rite of Spring"" tells the story of evolution, from single-celled animals to the death of the dinosaurs. ""Dance of the Hours"" is a comic ballet performed by ostriches, hippos, elephants, and alligators. ""Night on Bald Mountain"" and ""Ave Maria"" set the forces of darkness and light against each other as a devilish revel is interrupted by the coming of a new day."
16053,1998.0,The Wounds,103,8.1,Srdjan Dragojevic,Srdjan Dragojevic,Cobra Film Department-Pandora Filmproduktion,Comedy-Crime-Drama-War,
16054,1999.0,Eros Blockbuster Hits Vol. 1,,,,,,,
16055,1996.0,Kissed,78,6.5,Lynne Stopkewich,Angus Fraser-Lynne Stopkewich-Barbara Gowdy,Boneyard Film Company Inc.-British Columbia Film-Canada Council Media Arts-National Film Board of Canada (NFB)-UBC Department of Theatre & Film-Téléfilm Canada,Drama-Romance,"Sandra Larson has always been fascinated by the entire sensory experience surrounding death: its touch, smell and look. As a child, she would search out dead animals and perform ritualistic burials. As a young woman, Sandra gets a job at Wallis Funeral Home, first as a general assistant, then progressing to study to become an embalmer. At the funeral home, she begins to take her fascination with death to the next level by becoming a necrophiliac. But she also begins her first ever relationship with Matt, a medical student, with who she is totally open about her necrophilia. He finds this aspect of her compelling. He becomes all consumed with her as she is consumed with dead people. The questions become how far he will take this fascination with her to understand fully what is going through her emotional being, how far she will allow him to go, and how far can her feelings for him extend as a live being."
16056,2002.0,Footballers Wives: Season 1,,,,,,,
16057,1964.0,Combat! Season 3: Operation 1,,,,,,,
16058,2000.0,Kiss Tomorrow Goodbye,88,4.9,Jason Priestley,Ozzie Cheek,Fox Television Studios-20th Century Fox Television,Drama-Thriller,"Dustin Yarma is a Los Angeles film executive whom awakens on a beach after a night of drunken debauchery to a dead body of a young woman he was with the night before. Minnow, a beach bum/derelict, approaches Dustin and offers to dispose of the body only if Dustin will finally support him. With little choice and knowing his life will be damaged in a public Hollywood scandal, Dustin accepts Minnow's offer. Soon, Minnow has moved into Dustin's posh house, and socialized with more of Dustin's friends, including his girlfriend Darcy."
16059,2003.0,Ween: Live in Chicago,120,8.6,Beth McCarthy-Miller,,,Music,
16060,2004.0,She's Too Young,84,6.1,Tom McLoughlin,Richard Kletter,Bleecker Street Films-Jaffe/Braunstein Films,Drama,"A mother/daughter relationship is thrown off balance when the mother (Marcia Gay Harden) discovers that her ""good girl"" daughter (Alexis Dziena) is part of a group who are engaging in sexual activities with multiple partners. Such activity results in an outbreak of sexually transmitted diseases."
16061,1998.0,Kipper: Fun in the Sun,,,,,,,
16062,1978.0,The Hobbit,,,,,,,
16063,1989.0,Say Anything,100,7.4,Cameron Crowe,Cameron Crowe,Gracie Films-Twentieth Century Fox,Comedy-Drama-Romance,High school senior Lloyd Dobler wants nothing more than to go out with beautiful and intelligent Diane Court. Lloyd attempts to win her heart over the objections of her over-protective father before Diane leaves for a scholarship in England.
16064,1974.0,Land of the Lost: Season 1,,,,,,,
16065,1987.0,Best Seller,95,6.5,John Flynn,Larry Cohen,Hemdale,Action-Crime-Drama-Thriller,"Hit man Cleve approaches writer/cop Dennis about a story for his next book: How Cleve made a living, working for one of the most powerful politicians in the country. To get the story right, they travel around the country to gather statements and evidence, while strong forces use any means they can to keep the story untold."
16066,2005.0,Save the Green Planet!,,,,,,,
16067,1966.0,The Plague of the Zombies,90,6.7,John Gilling,Peter Bryan,Hammer Films-Seven Arts Productions,Horror,"Young workers are dying because of a mysterious epidemic in a little village in Cornwall. Doctor Thompson is helpless and asks professor James Forbes for help. The professor and his daughter Sylvia travel to Thomson. Terrible things happen soon, beyond imagination or reality. Dead people are seen near an old, unused mine. Late people seem to live suddenly. Professor Forbes presumes that black magic is involved and someone has extraordinary power. He doesn't know how close he is: the dead become alive because of a magic voodoo-ritual, and so they must serve their master as mindless zombies..."
16068,1989.0,Drugstore Cowboy,101,7.4,Gus Van Sant,James Fogle-Gus Van Sant-Daniel Yost,Avenue Pictures,Crime-Drama,A group of drug users in the 1970's help finance their habit by robbing drug stores. Matt Dillon's character is very superstitious and eventually his luck runs out.
16069,2002.0,Looking Through Lillian,98,5.7,Jake Torem,Jade Henham-Jake Torem,Mad Sun Films-Penelope Pictures,Drama-Thriller,"Conveniently numbed and estranged from her surroundings, Lillian sleepwalks through life. Paramount to her world is Gene, a wealthy disturbed businessman who has slowly become her benefactor over the years. When he unexpectedly leaves for a week to go skiing with his wife, Lillian is dragged out on the town by her best friend, Andrea. That's when she meets Luke, a mysterious smooth-talking writer who opens her eyes to the world, prompting her to take a long look at the life she's chosen for herself. When Gene returns, Lillian finds herself caught in the middle of a triangle. Ultimately she discovers that what appears on the surface to be true quite often is not. Her struggle for freedom and a sense of identity culminates in a conflict where the one love may not be the one you can trust and the habits with which one sleepwalks through life are not easily broken."
