id,year,title,Runtime,Rating,Directors,Writers,Production companies,Genres,Plot
10016,2004.0,Key West: City of Colors,96,7.5,Talmadge Heyward,Talmadge Heyward,Talmadge Studio,Documentary-Biography-History,
10017,1996.0,The Journey of August King,,,,,,,
10018,1969.0,Z,127,8.2,Costa-Gavras,Vasilis Vasilikos-Jorge Semprún-Costa-Gavras,Valoria Films-Reggane Films-Office National pour le Commerce et l'Industrie Cinématographique,Crime-Drama-History-Thriller,"In a military-led country, a pacifist organization, which supports the opposition party in the government, is planning on holding an anti-military rally. The organization's leader is scheduled to arrive the day of the rally, amid reports of an assassinating plot.Thrown into the mix is a photojournalist who's looking for the truth."
10019,2001.0,Metropolis,108,7.3,Rintaro,Osamu Tezuka-Katsuhiro Ôtomo-Marc Handler,Bandai Visual Company-DENTSU Music And Entertainment-Destination Films-Imagica Corp.-Kadokawa Shoten Publishing Co.-King Records-Madhouse Productions-Madhouse-Metropolis Project-Sony Pictures Television-Studio 4°C-Tezuka Productions-Toho Company,Animation-Adventure-Drama-Sci-Fi-Thriller,"Metropolis is a visually stunning, rich, and memorable pleasure. It's contributors have brought us other classics such as Astroboy and Akira. The story takes place in the muti-leveled, fascinating, megalopolis called Metropolis. Metropolis is loosely ruled by Duke Red, who is close to presenting his ultimate work, an advanced AI robot girl named Tima. His son; however, is an opponent of AI and resents Tima. Tima finds herself deep within the labyrinth of Meteoplolis. She befriends the kind son of a police officer and begins exploring her new world. When Duke Red's son separates this new friendship, he puts much more at risk than anyone thought possible."
10020,2000.0,Tom and Jerry's Greatest Chases,89,8.0,Joseph Barbera-William Hanna,,Warner Bros.,Animation-Comedy-Family,
10021,2001.0,Comedy's Dirtiest Dozen / Heavyweights Of Comedy,,,,,,,
10022,1994.0,Greedy,113,6.3,Jonathan Lynn,Lowell Ganz-Babaloo Mandel,Imagine Entertainment,Comedy,"Uncle Joe is ageing. He's also a millionaire. That's why his family is trying so very hard to get into his good books. They all want a piece of his empire. Unfortunately Uncle Joe isn't as stupid as his family thinks he is. He can see that his family is only nice to him because they want his money. Along comes Daniel McTeague, a struggling bowler, imported from another city by his family, to put an end to this ridiculous situation. The fight won't be easy, though, because the poor family has a little bit of competition - A beautiful nurse who takes care of Uncle Joe (and no doubt would love to take care of his bank account). Who gets all the money?"
10023,2000.0,Holiday Heart,100,7.7,Robert Townsend,Cheryl L. West-Cheryl L. West,MGM Television-Tribeca Productions,Drama,
10024,1987.0,Hello Again,96,5.2,Frank Perry,Susan Isaacs,Touchstone Pictures-Silver Screen Partners III,Comedy-Drama-Fantasy-Romance,
10025,1995.0,Institute Benjamenta,105,7.3,Stephen Quay-Timothy Quay,Alan Passes-Stephen Quay-Timothy Quay,Image Forum-Koninck Studios-Pandora Filmproduktion,Animation-Drama,"Jakob arrives at the Institute Benjamenta (run by brother and sister Johannes and Lisa Benjamenta) to learn to become a servant. With seven other men, he studies under Lisa: absurd lessons of movement, drawing circles, and servility. He asks for a better room. No other students arrive and none leave for employment. Johannes is unhappy, imperious, and detached from the school's operation. Lisa is beautiful, at first tightly controlled, then on the verge of breakdown. There's a whiff of incest. Jakob is drawn to Lisa, and perhaps she to him. As winter sets in, she becomes catatonic. Things get worse; Johannes notes that all this has happened since Jakob came. Is there any cause and effect?"
10026,2000.0,RPM,,,,,,,
10027,1982.0,Star Trek II: The Wrath of Khan,113,7.7,Nicholas Meyer,Gene Roddenberry-Harve Bennett-Jack B. Sowards,Paramount Pictures,Action-Adventure-Sci-Fi,"It is the 23rd century. Admiral James T. Kirk is an instructor at Starfleet Academy and feeling old; the prospect of attending his ship, the USS Enterprise--now a training ship--on a two-week cadet cruise does not make him feel any younger. But the training cruise becomes a deadly serious mission when his nemesis Khan Noonien Singh--infamous conqueror from late 20th century Earth--appears after years of exile. Khan later revealed that the planet Ceti Alpha VI exploded, and shifted the orbit of the fifth planet as a Mars-like haven. He begins capturing Project Genesis, a top secret device holding the power of creation itself, and schemes the utter destruction of Kirk."
10028,1976.0,Charlie's Angels: Season 1,,,,,,,
10029,1988.0,Watchers / Watchers II: Double Feature,,,,,,,
10030,2001.0,Hannibal: Bonus Material,,,,,,,
10031,1997.0,For Roseanna,98,7.2,Paul Weiland,Saul Turteltaub,Spelling Films International-Fine Line Features-Hungry Eye Trijbits-Worrell-Remote,Comedy-Romance-Drama,"Roseanna is dying of a heart condition, and all she wants is to be buried next to her daughter, in a cemetery that is getting full fast. The cemetery can't expand because Capestro, the man who owns the land next to the cemetery, won't sell. While Marcello is doing good deeds to make sure no one dies, Roseanna thinks of Marcello's future."
10032,1955.0,Diabolique,117,8.1,Henri-Georges Clouzot,Pierre Boileau-Thomas Narcejac-Henri-Georges Clouzot,Filmsonor-Vera Films,Crime-Drama-Horror-Mystery-Thriller,"The wife and mistress of a sadistic boarding school headmaster plot to kill him. They drown him in the bathtub and dump the body in the school's filthy swimming pool... but when the pool is drained, the body has disappeared - and subsequent reported sightings of the headmaster slowly drive his 'killers' (and the audience) up the wall with almost unbearable suspense..."
10033,1991.0,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,88,6.0,Michael Pressman,Kevin Eastman-Peter Laird-Todd W. Langen,Golden Harvest Company-New Line Cinema-Northshore Investments Ltd.,Action-Adventure-Comedy-Family-Sci-Fi,"The turtles find out where the Ooze, the substance which made them mutate, came from. Unfortunately Shredder learns about it too, and uses it to enhance himself. So the turtles have to prove again who's the better ninja fighter."
10034,1999.0,Miss Julie,103,6.4,Mike Figgis,Helen Cooper-August Strindberg,Moonstone Entertainment-Red Mullet Productions,Drama,"Midsummer night, 1894, in northern Sweden. The complex strictures of class bind a man and a woman. Miss Julie, the inexperienced but imperious daughter of the manor, deigns to dance at the servant's party. She's also drawn to Jean, a footman who has traveled, speaks well, and doesn't kowtow. He is engaged to Christine, a servant, and while she sleeps, Jean and Miss Julie talk through the night in the kitchen. For part of the night it's a power struggle, for part it's the bearing of souls, and by dawn, they want to break the chains of class and leave Sweden together. When Christine wakes and goes off to church, Jean and Miss Julie have their own decisions to make."
10035,1989.0,Married... with Children: Season 4,,,,,,,
10036,2004.0,Chris Rock: Never Scared,80,8.1,Joel Gallen,Chris Rock,Home Box Office-Tenth Planet Productions-3 Arts Entertainment-CR Enterprises,Documentary-Comedy,
10037,1984.0,Swing Shift,100,5.9,Jonathan Demme,Nancy Dowd-Bo Goldman-Ron Nyswaner,Warner Bros.-Lantana-Hawn / Sylbert Movie Company-Jerry Bick Productions,Drama-Romance-War,"Jack and Kay Walsh are typical of many couples of the 1940s, where he is the breadwinner and she the housewife dependent upon him to do the man's duties around the house. Jack believes one of their neighbors in the housing complex in which they live in Los Angeles is white trash - he letting her know so at every opportunity, while Kay is quietly curious about her. That neighbor is streetwise Hazel Zanussi, an aspiring singer who does get a chance to sing on occasion at the club managed by her casual boyfriend, Biscuits Toohey, although he relegates her to being one of the taxi dancers more often against her wants, while he cheats on her behind her back despite truly having feelings for her. Hazel just wants to make an honest living. Their worlds are turned upside down on December 7, 1941 when the US enters WWII with the Japanese bombing of Pearl Harbor. Jack immediately enlists in the Navy, and while he will send money home, his decision leaves Kay largely to fend for herself. Against what she knows are Jack's wishes, Kay decides to follow the request made by the government to the female population to do their part in the war effort by getting an assembly line job at a factory, in Kay's case as a riveter at Santa Monica-based MacBride, a military aircraft manufacturer. Hazel, too, gets a job there. Despite a rocky start based on how Hazel knows Jack feels about her, Kay and Hazel become best friends in the process, largely in their and their fellow female employees needing to stand up to the taunts by their less than enthusiastic male colleagues. Working for a living and having Hazel as a friend results in Kay standing on her own two feet for the first time, including making important decisions on her own. Kay is pursued romantically by their line leadman, Lucky Lockhart, who sees himself more as a musician, a trumpeter, than a factory worker. Kay has to decide how far to go with Lucky, to whom she is admittedly attracted, but she does not want to betray Jack, especially due to the reason for his absence. With all these issues going on in Kay's life, she will be tested to see if she can go back to her previous life in all its aspects if and when Jack makes it home, especially after the war."
10038,1990.0,Lionheart,108,6.2,Sheldon Lettich,S.N. Warren-Jean-Claude Van Damme-Sheldon Lettich,Imperial Entertainment Corporation-Guild-Sunil-Wrong Bet Productions,Action-Crime-Drama-Sport,"Lyon Gaultier is a deserter in the Foreign Legion arriving in the USA entirely hard up. He finds his brother between life and death and his sister-in-law without the money needed to heal her husband and to maintain her child. To earn the money needed, Gaultier decides to take part in some very dangerous clandestine fights."
10039,2000.0,Lady Audley's Secret,108,6.1,Betsan Morris Evans,Mary Elizabeth Braddon-Donald Hounam,,Drama,"Wealthy estate owner sir Michael Audley willingly marries a gold-digger, his only daughter Alicia's governess Lucy née Gray. Sir Michael's dashing, in-living orphaned nephew Robert 'Bob' returns from an Australia gold rush adventure with his new best friend George Talboys, a young father who finds his wife died in their absence. Robert is instantly attracted to Lucy, who buries her past with George by leaving him drowning in a well. Maid Phoebe's boyfriend finds out Lucy's secret and blackmails her. Later Robert comes on the trace of the truth, while accepting to marry Alicia as Michael seems infertile. But after Robert tells Michael, the consequences and the extent of deception exceed their imagination."
10040,1992.0,Stay Tuned,88,6.1,Peter Hyams,Tom S. Parker-Jim Jennewein-Tom S. Parker,Morgan Creek Entertainment,Adventure-Comedy-Fantasy,"The Knables are having marriage problems: Roy is a lousy plumbing supplies salesman by day and couch potato by night, and his wife, Helen, is a successful senior product manager for a vitamin company. Roy watches too much TV every night and Helen just cannot stand it. Then one night, Helen offers Roy a night to save their relationship: a romantic getaway without phones, their children, and especially no TV. Unfortunately, when Roy's hooked on the big screen, there's no going back. This frustrates and angers her and Helen decides to smash the family console with one of Roy's trophies as a wake-up call to reality. A heartbroken-to-disoriented Roy then hears the doorbell and finds out that it's a mysterious salesman named Spike who offers him the ""ultimate getaway"" from all the hate, frustration, and failures: a new remote controller and a new state-of-the-art satellite TV. Roy accepts the new TV by signing a free trial contract not knowing that he just sold his soul to the devil himself. But later, Helen is both not impressed and steamed. After a fight outside, the ""dish"" activates. Roy and Helen try as hard as possible to escape, but it was too late for the force of gravity from the dish sucks them into the ""Cable Television World of Hell"" - all six hundred and sixty-six channels worth. Now they must survive through every episode of shows such as the game show ""You Can't Win"", the U.W.W.F. (Underworld Wrestling Federation) match, ""Northern Overexposure"", ""Driving Over Miss Daisy"" and a cartoon sequence called ""RoboCat"", ""Autopsies of the Rich and Famous"", ""Duane's Underworld"", ""HTV"", and ""Off With His Head"", all within 24 hours. If successful, they will return back to home, but if they fail, the devil keeps their souls forever. After they survived one day without harm, Roy gets sent back home while Spike hold Helen hostage. Now with the help of their children, Daryl, a communication whiz, and Diane, a fashion freak, Roy must re-enter the underworld of Hell Vision TV and save his wife, while keeping a distance from Spike. It is then that Roy will learn the hard way that there's more things in life than only a television. Like commitment. (Formerly written by Christopher Howell)"
10041,1982.0,Cat People,118,6.2,Paul Schrader,DeWitt Bodeen-Alan Ormsby-Paul Schrader,RKO Pictures-Universal Pictures,Fantasy-Horror-Thriller,"The Cat People originated way back in time, when humans sacrificed their women to leopards, who mated with them. Cat People look similar to humans, but must mate with other Cat People before they transform into panthers. Irene Gallier was raised by adoptive parents and meets her older brother Paul for the first time since childhood. We follow brother and sister - who seem to be the only ones of their kind left."
10042,1981.0,Raiders of the Lost Ark,115,8.5,Steven Spielberg,Lawrence Kasdan-George Lucas-Philip Kaufman,Paramount Pictures-Lucasfilm,Action-Adventure,"The year is 1936. An archeology professor named Indiana Jones is venturing in the jungles of South America searching for a golden statue. Unfortunately, he sets off a deadly trap but miraculously escapes. Then, Jones hears from a museum curator named Marcus Brody about a biblical artifact called The Ark of the Covenant, which can hold the key to humanly existence. Jones has to venture to vast places such as Nepal and Egypt to find this artifact. However, he will have to fight his enemy Rene Belloq and a band of Nazis in order to reach it."
10043,1936.0,After the Thin Man,112,7.7,W.S. Van Dyke,Frances Goodrich-Albert Hackett-Dashiell Hammett,Metro-Goldwyn-Mayer (MGM),Comedy-Crime-Mystery,"Now back in San Francisco after their holiday in New York, Nick and Nora find themselves trying to solve another mystery. It's New Year's Eve and they are summoned to dinner at Nora's elderly, and very aristocratic, family. There they find that cousin Selma's husband Robert has been missing for three days. Nick reluctantly agrees to look for him but the case takes a twist when Robert is shot and Selma is accused of murder. Several other murders occur but eventually Nick gathers everyone into the same room to reveal the identity of the killer."
10044,1995.0,To Wong Foo,109,6.5,Beeban Kidron,Douglas Carter Beane,Universal Pictures-Amblin Entertainment,Comedy-Drama,"After jointly winning a local drag queen pageant in New York City, Noxeema Jackson and Vida Boheme win the right and are given the round trip airfare to compete in the Drag Queen of America pageant in Hollywood, California. Noxeema sees herself as the next Dorothy Dandridge, who bucked the trend of most black American movie actresses of her time by never playing the slave house maid. Vida's style reflects her past of growing up in upper class suburban Pennsylvania. One of their fellow New York City contestants, Chi-Chi Rodriguez, is a straight-talking, but naive and inexperienced drag queen. Seeing that Chi-Chi needs some drag queen confidence (despite her bravada), Vida and a reluctant Noxeema decide to cash in their plane tickets and buy an older model Cadillac convertible and drive to Hollywood with Chi-Chi. Their drive takes them through much of the country where alternate lifestyles are less tolerated than they may be in New York City or Los Angeles. The three have an extended stay in small town Snydersville, where their car breaks down. If they ever make it out of Snydersville, they may be the better for their stay by learning more about themselves while dealing with the issues of town residents and spending more time together. Their stay is made even more precarious when they find out that Sheriff Dollard, a homophobic, racist, and sexist highway Sheriff with whom they had an earlier encounter, is on their tail."
10045,1980.0,Little Miss Marker,103,6.3,Walter Bernstein,Damon Runyon-Walter Bernstein,Universal Pictures,Comedy-Drama-Romance,"Sorrowful Jones is a cheap bookie in 1930's. When a gambler leaves his daughter as a marker for a bet, he gets stuck with her. His life will change a great deal with her arrival and his sudden love for a woman also involved in gambling operations."
10046,2002.0,The Backyard,80,7.2,Paul Hough,Paul Hough,Paul Hough Entertainment,Documentary,"Lightbulbs, fire, barbed wire, mousetraps, staple guns, thumbtacks and glass are weapons of choice in The Backyard. This undercover documentary takes you deep into the controversial arena of backyard wrestling where the limits are constantly being tested...and broken. The Backyard follows several backyard wrestlers in different countries as they pursue their dream to become professional wrestlers."
10047,1998.0,Cadfael: The Pilgrim of Hate,76,7.7,Ken Grieve,Richard Stoneman-Edith Pargeter,Carlton Productions-WGBH-Carlton UK Productions,Crime-Drama-Mystery,"Cadfael has a peculiarly strange case to solve when Prior Robert finds a dead man inside an old dirty sac. The monastery grounds are filled with pilgrims, mostly the lame and the seriously ill, who are there for Cripples Day hoping to be miraculously cured. As no one will admit to knowing the dead man, Cadfael gets the Abbot's permission to render the body down to the bones to see if he can determine how he may have died. He finds nothing definitive though a a mark on the skull may indicate a deadly blow. Among the penitents, Cadfael takes notice of two brother, one of whom is atoning for sins against his father and also a young man who is lame and who is particularly cruel to his sister who he blames for his current condition. There are other suspects as well as Cadfael sifts through what few clues he has to work with."
10048,1972.0,T-Rex: Born to Boogie: Special Edition,,,,,,,
10049,1987.0,Easy Money,92,5.8,Stephen Shin,Chi-hoi Pang-Ka-Fai Wai-Kwong Kim Yip,Legend Films Company,Action-Crime-Thriller,
10050,2005.0,The Nameless,,,,,,,
10051,1997.0,Cinderella,,,,,,,
10052,1992.0,Gas Food Lodging,101,6.7,Allison Anders,Richard Peck-Allison Anders,Cineville,Drama-Romance,"In the boring desert of New Mexico, a single mother raises her two teenage daughters, Shade and Trudi, whose deepest desire is to leave the dead calm town. Shade is the type to escape in her extravagant fantasies while Trudi is so rebelious it could drive her away."
10053,1968.0,Oliver!,153,7.5,Carol Reed,Lionel Bart-Vernon Harris-Charles Dickens,Romulus Films-Warwick Film Productions,Drama-Family-Musical,Musical adaptation of Charles Dickens's classic tale of an orphan who runs away from the orphanage and hooks up with a group of boys trained to be pickpockets by an elderly mentor.
10054,1996.0,Everything Relative,110,6.1,Sharon Pollack,Sharon Pollack,Big Sister Production,Drama,Old college chums get together for a weekend reunion that is bound to open old wounds and perhaps heal them. New romances find a spark while old ones rekindle.
10055,1996.0,Flirting with Disaster,92,6.8,David O. Russell,David O. Russell,Miramax,Comedy,"Mel Coplin departs on a mission of discovery dragging his wife and 4 month old son behind. He and wife, Nancy, won't agree on a name for their son until adopted Mel gets in touch with his roots. He assures her that once he knows who he really is, the right name for their boy will be a snap. Enlisting the aid of student-psychologist and part-time adoption agent, Tina Kalb, they embark on a journey across the United States to find Mel's ""birth"" mother. ""The best part,"" Mel tells Nancy, ""is it's all free."" Tina is finishing her dissertation and will film the happy reunion of mother and child as part of her research. For this privilege, she's footing the bill. His adoptive parents are left behind feeling abandoned by an ungrateful son. Clerical errors, mistaken identities, Nancy's misplaced high school friend and his gay lover, and a super-charged libido here and there are thrown into the mix along the way until -- at last -- Mel's real parents, the Schlictings (mispronounced as ""Shit-kings"" by Mrs. Coplin), are discovered in remote New Mexico. There, Mel begins to wonder if he would have been better off not knowing these people, after all."
10056,2000.0,Dolphins: The Ultimate Guide,,,,,,,
10057,1996.0,The Titanic (Documentary),,,,,,,
10058,2000.0,Directors: Clint Eastwood,,,,,,,
10059,2001.0,Hard as Nails,83,4.0,Brian Katkin,Brian Katkin-Brian Katkin,New Concorde,Action-Comedy-Crime,"After being punished for disobedience and arranging an arms deal with Russian mobsters, young member Takura violently takes over control of his Japanese mafia family. Takura takes advantage of his new position and is proceeding his deal with the Russians, his recklessness attracts the attention of an undercover cop."
10060,1993.0,Andrew Dice Clay: No Apologies,65,6.0,David Bergman,Andrew Dice Clay,,Documentary-Comedy,
10061,2003.0,Smallville: Season 3,4,8.6,David Zimring,David Zimring,DC Comics-Warner Bros. Television,Short-Adventure-Drama-Romance-Sci-Fi,"A young Clark Kent struggles to find his place in the world as he learns to harness his alien powers for good and deals with the typical troubles of teenage life in Smallville, Kansas. It is an interpretation of the Superman story that features young Clark Kent coming to grips with his emerging superpowers as he transitions from boyhood to manhood, and having difficulties as he comes to grips with his emerging superpowers. In this season's promos, Clark continues his romance with Lois and faces his destiny as he overcomes his trials, forging the iconic identity by which he will be known for all time, and saving the town of Smallville from evil and catastrophic disasters."
10062,1999.0,Dai-Guard,,6.9,,Fuyuhiko Shimo-Lowell Bartholomee-Dan Dietz,Sotsu Agency-Victor Entertainment-Xebec,Animation-Action-Comedy-Drama-Sci-Fi,"Ten years ago, Japan was attacked by a strange unstoppable creature which was later called a Hedrodyne. It took a great deal of sacrifices and loss of life to stop the creature. A private company builds a giant robot that was called Dia-Guard. But not another creature appeared for 10 years and Dai-Guard becomes more of a joke then the protector of the city. Until the day a new Hedrodyne raises his ugly head. Against orders three PR officers steal Dai-Guard and now are our only help to protect the city against this new wave of Hedrodyne attacks."
10063,1985.0,Transformers: Season 2: Part I,,,,,,,
10064,2004.0,Godzilla: The Series: Monster Wars Trilogy,,,,,,,
10065,2005.0,Nina's Tragedies,,,,,,,
10066,1974.0,The Lords of Flatbush,86,5.8,Martin Davidson-Stephen Verona,Stephen Verona-Gayle Gleckler-Martin Davidson,Ebbets Field,Comedy-Drama-Romance,A group of kids in Brooklyn form a gang. From this moment on they do everything together. This makes things easier but at the same time they have to face new problems.
10067,1957.0,Gumby,,,,,,,
10068,1987.0,Jem & The Holograms: Season 3: Part 1,,,,,,,
10069,1978.0,Perceval,140,7.2,Éric Rohmer,Éric Rohmer-Chrétien de Troyes,Les Films du Losange-France 3 (FR 3)-Arbeitsgemeinschaft der öffentlich-rechtlichen Rundfunkanstalten der Bundesrepublik Deutschland (ARD)-Société Suisse de Radiodiffusion et Télévision (SSR)-RAI Radiotelevisione Italiana-Gaumont,Drama-Music-Romance-War,
10070,1995.0,The Convent,91,6.0,Manoel de Oliveira,Manoel de Oliveira-Agustina Bessa-Luís,Madragoa Filmes-Gemini Films-La Sept Cinéma-Instituto Português da Arte Cinematográfica e Audiovisual (IPACA)-Secretaria de Estado da Cultura (SEC)-Canal+,Drama-Mystery,"The journey of Michael Padovic, an American professor who arrives with his wife, Helene, at a Portuguese convent where he expects to find the documents needed to prove his theory: Shakespeare was born in Spain; not in England."
10071,2005.0,Michael Palin: Himalaya,,,,,,,
10072,2004.0,Prime Suspect 6,,,,,,,
10073,1996.0,In Love and War,113,6.0,Richard Attenborough,Henry S. Villard-James Nagel-Allan Scott,Dimitri Villard Productions-Isobel Griffiths Limited-New Line Cinema,Biography-Drama-Romance-War,"Reporter Ernest Hemingway is an ambulance driver in Italy during World War I. While bravely risking his life in the line of duty, he is injured and ends up in the hospital, where he falls in love with his nurse, Agnes von Kurowsky."
10074,1966.0,Superman the Animated Series: Vol. 1,,,,,,,
10075,2002.0,Deathbed,80,3.6,Danny Draven,George Barry-John Strysik,Darkwave Films-Full Moon Pictures,Horror,
10076,2004.0,WWE: John Cena: Word Life,53,6.4,,,World Wrestling Entertainment,Documentary-Action,
10077,1948.0,The Snake Pit,108,7.6,Anatole Litvak,Frank Partos-Millen Brand-Mary Jane Ward,Twentieth Century Fox,Drama-Mystery,"Virginia Cunningham finds herself in a state insane asylum...and can't remember how she got there. In flashback, her husband Robert relates their courtship, marriage, and her developing symptoms. The asylum staff are not demonized, but fear, ignorance and regimentation keep Virginia in a state of misery, as pipesmoking Dr. Mark Kik struggles through wheels within wheels to find the root of her problem. Then a relapse plunges Virginia back into the harrowing 'Snake Pit'..."
10078,1993.0,Indecent Proposal,117,5.9,Adrian Lyne,Jack Engelhard-Amy Holden Jones,Paramount Pictures,Drama-Romance,"A young couple very much in love are married and have started their respective careers, she as a real estate broker, he as an architect. She finds the perfect spot to build his dream house, and they get loans to finance it. When the recession hits, they stand to lose everything they own, so they go to Vegas to have one shot at winning the money they need. After losing at the tables, they are approached by a millionaire who offers them a million dollars for a night with the wife. Though the couple agrees that this is a way out of their financial dilemma, it threatens to destroy their relationship."
10079,2004.0,Case Closed: Season 4,,,,,,,
10080,2001.0,Six Feet Under: Season 2,,,,,,,
10081,2004.0,Reconstruction: The Second Civil War: American Experience,90,7.3,Llewellyn M. Smith,Elizabeth Deane-Patricia Garcia Rios-Llewellyn M. Smith,WGBH,Documentary-Biography-History,
