id,year,title,Runtime,Rating,Directors,Writers,Production companies,Genres,Plot
6010,1999.0,New World Disorder,94,4.7,Richard Spence,Jeffrey Smith-Ehren Kruger,The Carousel Picture Company,Action,"A gang of four eyed crooks led by Kurt Bishop (McCarthy) are ripping off top dollar computer chips from a list of factories. The night they hit Dynaphase Systems, two dirty employees are staying late using company resources to develop their own plans for a security microchip worth millions of dollars. Psychopathic Bishop raids the Dynaphase facility and downloads the mainframe before the employees have a chance to completely erase their work from it. When Bishop discovers the value of the stolen, but partially erased information, he sets out after the rest of the chip design, letting nothing stand in his way."
6011,1985.0,Cheers: Season 4,,,,,,,
6012,1994.0,Party of Five: Season 1,,,,,,,
6013,1997.0,An American Werewolf in Paris,105,5.1,Anthony Waller,John Landis-Tim Burns-Tom Stern,Hollywood Pictures-J&M Entertainment-Cometstone Pictures-Stonewood Communications-Avrora Media-Delux Productions-Président Films-Propaganda Films-Cometstone Productions,Comedy-Fantasy-Horror-Thriller,The daughter of the werewolf from AWIL is alive and living in Paris where her mother (from the first film) and stepfather are trying to overcome her lycanthropic disease. A trio of American tourists on a thrill seeking trip around Europe manage to stop her from plunging to her death from the top of the Eiffel tower and are embroiled in a horrific but often hilarious plot involving a secret society of werewolves based in the city and a drug which allows werewolves to change at any time... This time there's no need for a full moon...
6014,2005.0,House of Wax,108,5.3,Jaume Collet-Serra,Charles Belden-Chad Hayes-Carey W. Hayes,Warner Bros.-Village Roadshow Pictures-Dark Castle Entertainment,Horror,"Six friends are on their way to a football game. They decide to camp out for the night and continue driving the next day. The next day the friends find that they're having car troubles, so two of the friends accept a stranger's ride into a small town named Ambrose. The main attraction in Ambrose is the House of Wax. Except something is not right in this town, the wax figures are so realistic and the whole town is deserted - except for two murderous twin brothers. The six friends must fight to survive and escape from being the next exhibits in the House of Wax."
6015,2003.0,DNAngel,,7.0,,Naruhisa Arakawa-Yukiru Sugisaki-Taeko Okina,Xebec,Animation-Adventure-Comedy-Drama-Fantasy-Romance,"Not-so-average teenager, Daisuke Niwa, has had an abnormal life. His mother and grandfather have trained him his whole life by setting up traps that can kill him if he doesn't figure them out. On his fourteenth birthday, he discovers why. When any male in the Niwa family turns fourteen, Dark also gets access to their bodies. Dark is a master thief who always leaves notices before he steals items. He's been around for ages and every male must help keep up Dark's reputation. Although dark can take over Daisuke's body, and talk to him in conscience, they are not the same person. Daisuke turns into Dark by from sudden feelings of love, usually brought on by a picture of his crush, Risa Harada. The only way Daisuke can be his normal self (Darkless), is to have the Holy Maiden. This maiden being a girl, and they must love eachother. The problem is, Risa has no feeling for Daisuke, and immediately after seeing Dark for the first time, falls for Dark instead. Daisuke's schoolmate, Satoshi Hiwatari, knows that Daisuke is also Dark and is trying to stop him, as well as Risa's sister, Riku, slowly finding out his identity. Daisuke must dodge these bullets, try and win his Holy Maiden, maintain Dark's reputation, as well as trying to hide his secret identity."
6016,1996.0,Mrs. Winterbourne,105,6.2,Richard Benjamin,Cornell Woolrich-Phoef Sutton-Lisa-Maria Radano,TriStar Pictures-A&M Films,Comedy-Drama-Romance,"Connie Doyle is eighteen and pregnant when her boyfriend kicks her out. She accidentally ends up on a train where she meets Hugh Winterbourne and his wife Patricia who is pregnant. The train wrecks and she wakes up in the hospital to find out that it's been assumed that she's Patricia. Hugh's mother takes her in and she falls in love with Hugh's brother Bill. Just when she thinks everything is going her way, her ex-boyfriend shows up."
6017,2004.0,Z Channel: A Magnificent Obsession,120,7.7,Xan Cassavetes,,Fresh Produce Films-Independent Film Channel-Maja Films,Documentary-Biography-History,"A documentary on the Z Channel, one of the first pay cable stations in the US, and its programming chief, Jerry Harvey. Debuting in 1974, the LA-based channel's eclectic slate of movies became a prime example of the untapped power of cable television."
6018,2001.0,The Business of Strangers,84,6.4,Patrick Stettner,Patrick Stettner,Headquarters-i5 Films,Drama-Thriller,A dark thriller about a successful businesswoman and her young assistant who toy with a slow-witted businessman while stuck at an airport hotel.
6019,1994.0,Speed: Bonus Material,,,,,,,
6020,1985.0,A Zed & Two Noughts,115,7.4,Peter Greenaway,Peter Greenaway,British Film Institute-Allarts Enterprises-Artificial Eye-Film Four International-Vrijzinnig Protestantse Radio Omroep,Comedy-Drama,"Identical twins Oliver and Oswald Deuce lose their wives in a car crash caused by a white swan. The brothers, who are zoologists, become obsessed with the death and decay of animals. They both have a relationship with Alba, the driver of the crashed car, who loses first one leg then the other. When Alba dies, the twins film their own death."
6021,1977.0,Oh God!,98,6.6,Carl Reiner,Larry Gelbart-Avery Corman,Warner Bros.,Comedy-Fantasy,"Married to Bobbie Landers with two pre-teen children, Adam and Becky, living in Tarzana, California. Mild-mannered Jerry Landers is a hard working Assistant Manager at a Food World supermarket outlet. He's always trying to do his best at his job. But his generally uneventful life takes a turn when he receives a hand delivered note in the mail to attend an interview with God. Believing it a gag from his friend Artie Coogan, Jerry decides to go to the interview based on circumstances which compel him to do so. Based on further circumstances of the interview, Jerry, despite not being a religious person, ultimately does believe that who he meets with, initially only a voice, is indeed God, who eventually does show himself in a physical form to Jerry. God wants Jerry to be his messenger, much like a present day Moses, to pass along to the human race that ""he"" has provided all the necessary components of a successful existence, and it is up to the human race to do with those components as they believe fit to reach that success. God came at this time because of his disappointment with the current state of the world. He also chose Jerry as his messenger because of Jerry being a decent person. Jerry tries to convey the message as best as he can, but runs into one roadblock after another. Once Jerry does gain a wider audience, he is treated as a crazy person and/or a fanatic, those opinions which affect his and his family's life. Jerry believes he has no other option but to continue to do this job for God despite these negative effects. It may take him getting a meeting with so-called experts, theologians, before he is taken seriously, or not, as some of those, such as Reverend Willie Williams, God knows is using religion for their own as opposed to societal benefit."
6022,2001.0,Frost: Portrait of a Vampire,,,,,,,
6023,2000.0,Strangers with Candy: Season 3,,,,,,,
6024,2005.0,Brothers,118,5.9,Terry Gilliam,Ehren Kruger,Dimension Films-Metro-Goldwyn-Mayer (MGM)-Mosaic Media Group-Reforma Films-Atlas Entertainment-Summit Entertainment-The Weinstein Company,Action-Adventure-Comedy-Fantasy-Thriller,"Folklore collectors and con artists, Jake and Will Grimm, travel from village to village pretending to protect townsfolk from enchanted creatures and performing exorcisms. They are put to the test, however, when they encounter a real magical curse in a haunted forest with real magical beings, requiring genuine courage."
6025,2002.0,Benjamin Franklin,210,8.0,Ellen Hovde-Muffie Meyer,Ronald Blumer,Lietuvos Kinostudija-Lithuanian Film Studio-Middlemarch Films,Documentary-Biography-History,"In American history, few people have cut a more impressive figure than Benjamin Franklin. Beginning with his successful journalism and publishing careers, Franklin began a life of extraordinary achievement and variety. This series covers the multifaceted man whose life included public service, diplomacy, science, inventing and political action that would help redefine a world."
6026,2004.0,In Search of the Trojan War,,,,,,,
6027,2002.0,The Wild Thornberrys Movie,85,5.4,Cathy Malkasian-Jeff McGrath,Arlene Klasky-Gabor Csupo-Steve Pepoon,Paramount Pictures-Nickelodeon Movies-Klasky-Csupo-Viacom Productions-Nickelodeon Studios,Animation-Adventure-Comedy-Family-Fantasy,"On an African safari, 12-year-old Eliza Thornberry discovers that thanks to a shaman, she can now talk to animals. When Eliza discovers that poachers in the Serengeti plan to kill an elephant herd with an electrified fence, she and her chimpanzee friend Darwin must somehow find a way to stop them."
6028,1962.0,Chushingura,207,7.8,Hiroshi Inagaki,Toshio Yasumi,Toho Company,Action-Drama-History,"A young lord attempts to combat the corruption endemic to the Shogunate bureaucracy, only to be placed in an impossible conflict of duties. He refuses to pay the ""customary"" bribe expected by a Chancellor sent from the Shogunate to teach him the etiquette for receiving envoys from the Emperor. In revenge, the Chancellor goads the lord into drawing his sword when the envoys are present, a crime punishable by death. The young lord is forced to commit ritual suicide for this crime. His vassals are ordered to turn over their lords estate for confiscation, forbidden to take revenge for their lords death, then disbanded as a clan. To obey the Shogun, the lords former samurai must follow those orders, but to be loyal to oaths they swore to their lord and have justice, they must avenge him. This conflict of obligations is the primary dilemma in Japanese society, which is why this story is considered their national epic. The story is richly woven and the film worth seeing for the gorgeous art works, buildings, and costumes of 18th century Japan alone. Written by Mike O'Brien"
6029,2001.0,Amelie,122,8.3,Jean-Pierre Jeunet,Guillaume Laurant-Jean-Pierre Jeunet-Guillaume Laurant,Claudie Ossard Productions-Union Générale Cinématographique (UGC)-Victoires Productions-Tapioca Films-France 3 Cinéma-MMC Independent-Sofica Sofinergie 5-Filmstiftung Nordrhein-Westfalen-Canal+,Comedy-Romance,"Amélie is a story about a girl named Amélie whose childhood was suppressed by her Father's mistaken concerns of a heart defect. With these concerns Amélie gets hardly any real life contact with other people. This leads Amélie to resort to her own fantastical world and dreams of love and beauty. She later on becomes a young woman and moves to the central part of Paris as a waitress. After finding a lost treasure belonging to the former occupant of her apartment, she decides to return it to him. After seeing his reaction and his new found perspective - she decides to devote her life to the people around her. Such as, her father who is obsessed with his garden-gnome, a failed writer, a hypochondriac, a man who stalks his ex girlfriends, the ""ghost"", a suppressed young soul, the love of her life and a man whose bones are as brittle as glass. But after consuming herself with these escapades - she finds out that she is disregarding her own life and damaging her quest for love. Amélie then discovers she must become more aggressive and take a hold of her life and capture the beauty of love she has always dreamed of."
6030,2001.0,I Am Sam,132,7.6,Jessie Nelson,Kristine Johnson-Jessie Nelson,New Line Cinema-Avery Pix-The Bedford Falls Company-Red Fish Blue Fish Films,Drama,"Sam Dawson has the mental capacity of a 7-year-old. He works at a Starbucks and is obsessed with the Beatles. He has a daughter with a homeless woman; she abandons them as soon as they leave the hospital. He names his daughter Lucy Diamond (after the Beatles song) and raises her. But as she reaches age 7 herself, Sam's limitations start to become a problem at school; she's intentionally holding back to avoid looking smarter than him. The authorities take her away and Sam shames high-priced lawyer Rita Harrison into taking his case pro bono. In the process, he teaches her a great deal about love and whether it's really all you need."
6031,2001.0,Cool & Crazy,104,7.0,Knut Erik Jensen,,Barentsfilm AS-Giraff Film AB-Norsk Film,Documentary-Music,
6032,1985.0,A Chorus Line,113,6.1,Richard Attenborough,Arnold Schulman-Michael Bennett-James Kirkwood Jr.,Embassy Pictures-Polygram Pictures-A Feuer and Martin Production,Drama-Music-Musical,"A director is casting dancers for a large production. Large numbers of hopefulls audition, hoping to be selected. Throughout the day, more and more people are eliminated, and the competition gets harder. Eventually, approximately a dozen dancers must compete for a few spots, each hoping to impress the director with their dancing skill. But, is this really what the director is looking for?"
6033,2001.0,Classic Albums: Metallica: The Black Album,93,7.6,Matthew Longfellow,,Isis Productions-Pioneer Artists,Documentary-Music,"The story of the making of this remarkable album is told here via exclusive interviews, archive footage and performance, with contributions from producer Bob Rock, band members James Hetfield, Lars Ulrich, Kirk Hammett, and Jason Newsted. We revisit the original multi-tracks of the album, as well as listen to previously unheard demo recordings. Featuring the five singles from the album, Enter Sandman, Sad But True, The Unforgiven, Wherever I May Roam and Nothing Else Matters, this is the compelling story of one of the biggest selling albums of all time, a true Classic Album."
6034,2004.0,Open Water,,,,,,,
6035,1999.0,Desert Heat,95,5.2,John G. Avildsen,Tom O'Rourke,Long Road Productions-KPI Productions-Davis-Films-Lomax Productions-PM Entertainment Group,Action-Comedy-Drama-Romance,"Eddie Lomax (Van Damme) is a vetern soldier sick of life, wandering the desert looking for a reason to die. An incident with a few thugs from the nearby town who steal Eddies motorbike and beat him almost to death, starts in Eddie a flame for revenge. Helped by Mr. Early, and some other good fellows, Eddie is out for vengeance."
6036,2003.0,Alison Krauss & Union Station: Live,,8.5,Frances Marlborough,Alison Krauss,Rounder Records,Musical,
6037,2002.0,The Bourne Identity,119,7.9,Doug Liman,Tony Gilroy-W. Blake Herron-Robert Ludlum,Universal Pictures-The Kennedy/Marshall Company-Hypnotic-Kalima Productions GmbH & Co. KG-Stillking Films,Action-Mystery-Thriller,"Based very loosely on Robert Ludlum's novel, the Bourne Identity is the story of a man whose wounded body is discovered by fishermen who nurse him back to health. He can remember nothing and begins to try to rebuild his memory based on clues such as a Swiss bank account, the number of which is implanted in his hip. He soon realizes that he is being hunted and takes off with Marie on a search to find out who he is - and why he is being hunted."
6038,2002.0,Sightings: Heartland Ghost,105,5.1,Brian Trenchard-Smith,Phil Penningroth,Ann Daniel Productions-Fair Dinkum Productions-Paramount Pictures-Showtime Networks,Horror,
6039,1990.0,All for the Winner,101,6.9,Jeffrey Lau-Corey Yuen,Jeffrey Lau,Paragon Films Ltd.-Wellstreet Productions,Action-Comedy,"Sing, a dumb, lovable mainlander with supernatural powers comes to China to visit his uncle Tat. When it's revealed that Sing can see through objects, Tat employs him as ""The Saint of Gamblers,"" and proceeds to set him loose in the gambling world."
6040,2004.0,The L Word: Season 1,,,,,,,
6041,1997.0,Black Circle Boys,101,5.0,Matthew Carnahan,Matthew Carnahan,,Drama-Horror-Thriller,"All-American Kyle is the newest initiate of the Black Circle Boys, an underworld society of gothic groupies whose primary interests are creating mayhem and studying the Occult. By the time he realizes he's in over his head, it may be too late!"
6042,2004.0,Starsky & Hutch,101,6.1,Todd Phillips,William Blinn-Stevie Long-John O'Brien,Dimension Films-Warner Bros.-AR-TL-Weed Road Pictures-Red Hour Films,Comedy-Crime,"Set in the 1970s in a metropolis called ""Bay City,"" this is the tale of two police detective partners, Ken ""Hutch"" Hutchinson, and Dave Starsky, who always seem to get the toughest cases from their boss, Captain Dobey, rely on omniscient street informer Huggy Bear and race to the scene of the crimes in their souped-up 1974 Ford Torino hot rod, telling the story of their first big case (as a prequel to the TV show), which involved a former college campus drug dealer who went on to become a white collar criminal."
6043,2000.0,Boys Briefs,,,,,,,
6044,1991.0,The Pianist,112,4.9,Claude Gagnon,Claude Gagnon-Ann Ireland,,Romance,"Jean and her sister, played by Macha Grenon, have a life long infatuation with the Japanese Pianist who once lived across the street from them during their high school years. The film is set during the family's reunion on Vancouver Island and flashes back and forth over the last 10 years. By coincidence, Yoshi who is now a world famous Pianist is giving a concert in Vancouver and Amy is anxious to see him again but her sister curiously is not at all interested. The girls explore old passions, stalking, sibling rivalry and wrong life choice based on the fantasies of their youth. When Amy discovers her sister over the years, had nearly 7 or 8 sexual encounters with Yoshi, she is devastated. Inspite of the fact that Amy had chosen a career path which relocated her to New York City in order to increase her chances of a possible relationship with the handsome, exotic and gifted former neighbour, she never did meet Yoshi so her passions for him continued to smolder right up to the time of the family reunion. Will they meet Yoshi, will he now choose Amy? A delicate but not precious slice of life with unusual plot twists and turns which inspires the audience to ask of themselves, what have my life influences been and were my choices reasonable and wise?"
6045,2001.0,Matthew Blackheart: Monster Smasher,,,,,,,
6046,1999.0,Family of Cops 3,90,5.9,Sheldon Larry,Noah Jubelirer,Alliance Atlantis Communications-Joel Blasberg Company-The Cramer Company,Action-Drama,"Chief inspector Paul Fein and his eldest son inspector Ben Fein investigate the double murder on banker Phillip Chandler, whose family is also in politics, and his wife. Their first suspect, heir Evan Chandler, is found murdered in his car. Paul is likely to succeed the chief of police who is about to retire, but then finds he was involved in a major drug-related corruption web, and when he chief is killed becomes the rage of various accusations; even taken off the case, Paul and Ben keep investigating, forcing a fiscal investigator to collaborate. Junior son Eddie Fein feels guilty for failing to save his partner's life, even if officially cleared, and saves Caroline Chandler's life."
6047,1996.0,Dark Planet,,,,,,,
6048,2002.0,Pregnancy for Dummies,,,,,,,
6049,2002.0,Azumanga Daioh,24,8.3,,Kiyohiko Azuma-Ichirô Ôkouchi-Tomoyasu Ôkubo,Genco-J.C. Staff,Animation-Comedy,"An animated series based off of the four panel managa of the same name, Azumanga Daioh is a whimsical, hilarious and very cute look at the lives of an ecclectic group of high school girls and their teachers at a Tokyo high school. As the series progresses, small bits of their lives are shown, slowly painting a bigger picture as the cast shares the ups and downs of high school life, revolving around a close-knit friendship and a lot of silliness."
6050,1985.0,St. Elmo's Fire,110,6.4,Joel Schumacher,Joel Schumacher-Carl Kurlander,Columbia Pictures-Delphi IV Productions,Drama-Romance,"Seven friends - Alec, Billy, Jules, Kevin, Kirby, Leslie and Wendy - are trying to navigate through life and their friendships following college graduation. Alec, who aspires to political life, has just shown his true colors by changing his allegiance from Democrat to Republican, which freaks out girlfriend Leslie, who he wants to marry. Budding architect Leslie, on the other hand, has an independent streak. She believes she has to make a name for herself to find out who she is before she can truly commit to another person in marriage. But Leslie and Alec have decided to live together. Because Leslie refuses to marry Alec, he believes that justifies certain behavior. Kirby, who wants to become a lawyer and who pays for his schooling by working as a waiter at their local hangout called St. Elmo's Bar, and struggling writer Kevin are currently roommates. They are on opposite extremes of the romance spectrum. Kirby has just reconnected with Dale Biberman, a slightly older woman he knew in college who is now a doctor. He is madly in love with her and will do *anything* to impress her. Kevin, on the other hand, doesn't date and states he doesn't believe in love, making his friends speculate that he's a closet homosexual who is secretly in love with Alec. Kevin will eventually open himself up to the one friend who matters the most. Billy, married with a child, is the irresponsible one of the group who would rather sleep around and play the saxophone than face the realities of being an adult with family commitments. He still lives for the memory of his fraternity glory days. Virginal and sheltered Wendy, who comes from a wealthy family, works in a low paying social services job. Her family provides for all her financial needs. She is in love with Billy, who in turn takes advantage of her adoration of him. And most are concerned about Jules, who works in a bank, lives a life of excess in all facets and doesn't have the financial means to live that lifestyle. The question for all seven becomes whether their friendship can survive adult real life."
6051,2001.0,X,91,4.4,James Isaac,Victor Miller-Todd Farmer,New Line Cinema-Crystal Lake Entertainment-Friday X Productions-Sean S. Cunningham Films,Action-Horror-Sci-Fi-Thriller,"In the Year 2008, Jason Vorhees is cryogenically frozen in a Government Facility in Camp Crystal Lake, along with scientist Rowan. Many centuries later, in the year 2455, Earth is uninhabitable, and humans have moved to another planet known as Earth II. However, a team of students awakens both him and Rowan on a spaceship known as the Grendel. Jason begins killing the students and crew of the ship. Along the way, he is upgraded to Uber Jason. It's now up to Rowan and the surviving students to stop Jason, this time on a spaceship."
6052,1968.0,The Killing of Sister George,138,7.1,Robert Aldrich,Frank Marcus-Lukas Heller,Palomar Pictures-The Associates & Aldrich Company,Drama,"George lives with her lover, Childie and plays a cheerful district nurse in a BBC soap opera. However, her character is to be killed off, and George realises that the only other job she can get is the voice of a cow in a children's tv programme. Her life begins to fall apart as Childie has an affair with a predatory tv producer."
6053,2003.0,Samurai Deeper Kyo,,,,,,,
6054,1954.0,Conquest of Space,,,,,,,
6055,2001.0,Devil's Prey,88,3.5,Bradford May,C. Courtney Joyner-Randall Frakes,American World Pictures-Triad Productions,Horror-Thriller,
6056,1963.0,Matango: Attack of the Mushroom People,89,6.6,Ishirô Honda,Takeshi Kimura-Shin'ichi Hoshi-Masami Fukushima,Toho Company,Drama-Horror-Mystery-Sci-Fi-Thriller,A group of pleasure-seeking young people are stranded on a mysterious island when their boat crashes. One by one they succumb to the lure of the deadly mushrooms.
6057,1999.0,The Very Thought of You,,,,,,,
6058,1995.0,Akele Hum Akele Tum,160,7.1,Mansoor Khan,Nasir Hussain-Mansoor Khan,United Seven Combines-Venus Records & Tapes,Drama-Romance,"Rohit Kumar (Aamir Khan) is an aspirant playback singer while Kiran (Manisha Koirala) is a classical singer-in-training, but inside aims to be some thing like Rohit. They meet, relate to each other's sentiments and fall in love. But when Kiran's parents oppose their marriage, they decide to lead a separate life. However, after their marriage, Kiran's ambitions take a back seat as she feels suppressed by her household responsibilities and her child to look after. Time fails to abate Kiran's frustration until she decides to leave Rohit and start a new life all over again. Now a loner, Rohit is forced to look after both his son and his falling career on his own. After some obvious teething troubles, Rohit succeeds in creating a separate world of their own with Sonu, his son. Meanwhile, Kiran incidentally becomes a huge film star. When her attempts to reconcile with Rohit backfire, she decides to call the marriage off and also files a case demanding Sonu's custody. But Rohit is not giving up without a battle for his rights as a father."
6059,1996.0,Ghatak,158,7.4,Rajkumar Santoshi,Vijay Deveshwar-Shyam Gupta-K.K. Raina,Santoshi Productions,Action-Drama-Romance,"Unable to witness the injustice and brutality inflict on the residents by a tyrannical gangster, Katya, in a small Indian village in India; Kashinath alias Kashi decides to single-handily take a stand to fight for his and the villagers rights. What follows is a series of violence and unlawful activities which not only endanger the life of those very villagers but also that of Kashi's love ones."
6060,2003.0,Cold Creek Manor,118,4.9,Mike Figgis,Richard Jefferies,Touchstone Pictures-Red Mullet-Cold Creek Manor Productions-Red Mullet Productions,Drama-Mystery-Thriller,"Wanting to escape city life for the countryside, New Yorkers Cooper Tilson (Quaid), his wife Leah (Stone) and their two children move into a dilapidated old mansion still filled with the possessions of the previous family. Turning it into their dream house soon becomes a living nightmare when the previous owner (Dorff) shows up, and a series of terrifying incidents lead them on a spine-tingling search for clues to the estate's dark and lurid past..."
6061,2000.0,Kundalini Yoga,60,,Liz Siegel,,Living Arts Production,Sport,"If you, like most Western practitioners, are familiar primarily with the hatha style of yoga, this tape will be a revelation. Kundalini yoga, as instructed here by the Sikh teacher Gurmukh, is very different from hatha. Where the latter moves slowly and deliberately, holding poses so as to achieve maximum depth, concentration, and release, kundalini is built on series of rapid, repeated movements--leg and arm lifts, lateral, forward, and back bends, back rolls, even kicking and punching actions--and has a much more aerobic feel. Indeed, one sequence of deep-knee bends (in the ""Energize"" section) resembles calisthenics, while the ""Strengthen"" section features fast punches and jumps not unlike martial arts training, with Gurmukh, as she does throughout the tape, constantly urging you to go faster. By the time you've completed all four sections of this hour-long tape (""Energize"" and ""Strengthen"" are preceded by ""Awaken"" and followed by ""Relax""), you'll have had a good time and a serious workout. It's good to ""sweat and laugh"" every day, says Gurmukh, and this tape delivers. One caveat: some of these short, quick moves will tend to tighten your muscles, not stretch them. A few hatha-style stretches may be in order when you're done."
6062,1998.0,Significant Others: The Series,,,,,,,
6063,1962.0,The Lucy Show,30,7.3,,Bob Carroll Jr.-Madelyn Davis-Irene Kampen,Desilu Productions-Paramount Television,Comedy,"After the death of her husband, Lucy Carmichael and her friend, the recently divorced Vivian Bagley, move into a house together with their children. The series follows the adventures of the widow Lucy as she grapples with the comic complications of life on her own, and with her income being controlled by the impatient and grumpy banker Mr. Mooney."
6064,2004.0,Back in the Day,24,,Casey Hayward,,,Documentary-Short-Family,"With big box stores and large corporations dominating the American business landscape the role of the small business is often uncertain. Back in the Day takes a light-hearted look at the collision of small town sensibilities and fast food convenience by comparing the successes and failures of two small-town bakeries, the storied and now defunct Gottlieb's Bakery and Back in the Day Bakery, a young upstart operation."
6065,2000.0,The Crazysitter,,,,,,,
6066,2004.0,The Story of the Weeping Camel,,,,,,,
6067,1992.0,Ranma 1/2: The Movie 2: Nihao My Concubine,63,7.4,Iku Suzuki,Rumiko Takahashi-Ryôta Yamaguchi-Toshifumi Yoshida,Kitty Films,Animation-Action-Adventure-Comedy-Fantasy-Romance,"With the Tendos, the Saotomes, Ryoga, Shampoo and Ukyo misinterpreting Tatewake Kuno's invitation to his two loves, Akane and ""The Pig Tailed Girl"", to try his new yacht, a whole new episode of chaos begins in the already unstable lives of the Saotome/Tendo clan. A mysterious shadow kidnaps first Akane's sister Kasumi, then continues on until all the girls disappear. All except everyone's favorite hydrotranssexual. As an ambush, Ranma's set out to trap one of the shadows, revealing them to be under the control of a powerful prince Toma. Toma is the young prince of a floating island to which only males are born due to a powerful spring which turns anything into a man. Of course, he's out to rescue the girls, but more importantly, can he get a hold of the water that may free him of the Jusenkyo curse? And even more importantly, can he keep his mouth shut before Akane does more damage to him then Prince Toma does?"
6068,1993.0,Addams Family Values,94,6.7,Barry Sonnenfeld,Charles Addams-Paul Rudnick,Paramount Pictures-Scott Rudin Productions,Comedy-Fantasy,"When an adorable baby boy is added to the Addams household, Wednesday and Pugsley do not hate the baby, they just aren't necessarily excited about his existence. Ok, yeah they do hate the baby. So Wednesday and Pugsley must get rid of the new addition one way or another. Meanwhile a new nanny is added to the household who overtakes Fester. The Addams must stop the nanny, but how?"
