id,year,title,Runtime,Rating,Directors,Writers,Production companies,Genres,Plot
11,1999,Full Frame: Documentary Shorts,,,,,,,
12,1947,My Favorite Brunette,87,6.9,Elliott Nugent,Edmund Beloin-Jack Rose-Bob Hope,Hope Enterprises,Comedy-Crime-Mystery-Romance,"Baby photographer Ronnie Jackson, on death row in San Quentin, tells reporters how he got there: taking care of his private-eye neighbor's office, Ronnie is asked by the irresistible Baroness Montay to find the missing Baron. There follow confusing but sinister doings in a gloomy mansion and a private sanatorium, with every plot twist a parody of thriller cliches. What are the villains really after? Can Ronnie beat a framed murder rap?"
13,2003,Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,,,,,,,
14,1982,Nature: Antarctica,,,,,,,
15,1988,Neil Diamond: Greatest Hits Live,60,8.1,Dwight Hemion-Peter Israelson,Kenny Solms-Ann Elder-Toem Perew,Smith-Hemion Productions-Kenny Productions Inc.-Arch Angel Television Productions,Documentary-Music,
16,1996,Screamers,,,,,,,
17,2005,7 Seconds,96,4.8,Simon Fellows,Martin Wheeler,Andrew Stevens Entertainment-Donald Kushner Entertainment-7 Second Film Co. Ltd.-7 Seconds Castel Films-Pueblo Film Group-Junction Films-Micro Fusion 2004-3,Action-Comedy-Crime-Thriller,
18,1994,Immortal Beloved,121,7.5,Bernard Rose,Bernard Rose,Icon Entertainment International-Icon Productions-Majestic Films International,Biography-Drama-Music-Romance,"The life and death of the legendary Ludwig van Beethoven. Besides all the work he is known for, the composer once wrote a famous love letter to a nameless beloved, and the movie tries to find out who this beloved was--not easy, as Beethoven has had many women in his life."
19,2000,By Dawn's Early Light,100,6.7,Arthur Allan Seidelman,Jacqueline Feather-David Seidler,Daniel L. Paulson Productions,Comedy-Drama,"When Mike Lewis leaves L.A. to stay with his grandfather in Colorado for the summer, he hates the old man's cowboy ways. When Mike demands to go home, the old man agrees and saddles up a couple of horses for a six week trip toward California, home, the Pacific and redemption."
20,1972,Seeta Aur Geeta,162,6.9,Ramesh Sippy,Javed Akhtar-Javed Akhtar-Satish Bhatnagar,NH Studioz,Comedy-Drama-Family-Musical-Romance,"Seeta is ill treated by her cruel aunt Kaushalya. Fed up with her atrocities, one day Seeta leaves the house and runs into Raka. Meanwhile, her look-alike, Geeta, is apprehended by the police and brought to Kaushalya. Geeta, unlike Seeta, is unafraid and soon assumes control of the house. But as fate could have it, Geeta's cover is blown and she is arrested for impersonation. Seeta, in the meantime, is unable to meet life's harsh demands, including dancing in the street, as was Geeta and Raka's profession. As Geeta is got rid off, Kaushalya locates Seeta and brings her back to her life of mute slavery, abuse, and confinement."
21,2002,Strange Relations,48,,Jamie Annett,Robin Mukherjee,,Drama,
22,2000,Chump Change,89,5.9,Stephen Burrows,Stephen Burrows,The Burrows of Hollywood,Comedy-Romance,"Rags to riches to rags comedy loosely based on the director Steve Burrows' actual experiences while writing screenplays in Los Angeles. Burrows (aka ""Milwaukee Steve"") finally makes it big as ""The Crotch Fresh"" commercial guy, but then can't catch another break -- not even when he auditions for a new Crotch Fresh commercial! He decides the only way to make a comeback as an actor is to fake his own death, then make a glorious return. Before that idea pans out, Milwaukee goes on ""Wheel of Fortune"", and become notorious when he's sued by the Merv Griffin Corp. ""Milwaukee Steve"" becomes a hot ticket, with numerous folks riding his coattails. However, after a studio hires him to write a script, nothing works out as planned. Desperate, broke, and depressed, Steve returns to Milwaukee, in mid-winter, to gain comfort from family and friends -- only to find his mother has rented out his room while on her annual trip to the Netherlands. ""Milwaukee"" then recounts his Los Angeles' saga to his mom's boarder as they explore some of Milwaukee's more amusing locales. By the end of the film we've met a host of crazy characters, and we are rooting for ""Milwaukee Steve/The Crotch Fresh Guy"" to find his own brand of ""fame, fortune, cheese, and beer."""
23,2001,Clifford: Clifford Saves the Day! / Clifford's Fluffiest Friend Cleo,,,,,,,
24,1981,My Bloody Valentine,90,6.3,George Mihalka,Stephen A. Miller-John Beaird,Canadian Film Development Corporation-Famous Players-Secret Films,Horror-Mystery-Thriller,"Valentine's Day is coming around and the young people of the small mining town of Valentine's BLuffs are organising a party. A few decades earlier an explosion at the mine trapped six miners underground. One, Harry Warden, survived, though in a deranged state. Warden is sent to a mental hospital but escapes and murders those he deems responsible for the mine accident. Now people are being brutally murdered again, and the townsfolk suspect that it is the work of Harry Warden."
25,1997,Inspector Morse 31: Death Is Now My Neighbour,,,,,,,
26,2004,Never Die Alone,88,5.7,Ernest R. Dickerson,Donald Goines-James Gibson,Bloodline Films-ContentFilm-Fearon Entertainment-Visionbox Pictures-White Orchid Films,Action-Crime-Drama-Thriller,"A film noir centering around a hard-boiled, stylish kingpin drug dealer, called King David, who returns to his hometown seeking redemption--but ends up only finding violent death. King David's final moments are spent with Paul, an aspiring journalist who knew him for just a few minutes; yet King David would forever more have an impact on Paul's life. Half preacher, half Satan, and all street smarts, King David had recorded the story of his exploits on audiotape, leaving behind an often-poetic sermon on villainy and its consequences. The tapes reveal that the cycle of violence and retribution, which his actions have spawned, has come back to him, full circle, as he suspected they might all along."
27,1962,Sesame Street: Elmo's World: The Street We Live On,,,,,,,
28,2002,Lilo and Stitch,,9.1,Art Spigel,,7ATE9 Entertainment,Talk-Show,
29,2001,Boycott,118,7.3,Clark Johnson,Stewart Burns-Herman Daniel Farrell-Timothy J. Sexton,HBO Films-Norman Twain Productions-Shelby Stone Productions,Drama,
30,2003,Something's Gotta Give,128,6.7,Nancy Meyers,Nancy Meyers,Columbia Pictures-Warner Bros.-Waverly Films,Comedy-Drama-Romance,"Harry Sanborn is an aged music industry exec with a fondness for younger women like Marin, his latest trophy girlfriend. Things get a little awkward when Harry suffers a heart attack at the home of Marin's mother Erica. Left in the care of Erica and his doctor, a love triangle starts to take shape."
31,1999,Classic Albums: Meat Loaf: Bat Out of Hell,58,7.8,Bob Smeaton,,Daniel Television-Eagle Rock Entertainment-Isis Productions,Documentary-Music,
32,2004,ABC Primetime: Mel Gibson's The Passion of the Christ,,,,,,,
33,2000,Aqua Teen Hunger Force: Vol. 1,15,7.7,,Dave Willis-Matt Maiellaro-Chris 'Casper' Kelly,Awesome Incorporated-Cartoon Network-Radical Axis-Williams Street,Animation-Comedy,"The Aqua Teen Hunger Force debuted on episode 92 ""Baffler Meal"" of the cartoon talk-show ""Space Ghost Coast to Coast"" According to TVtome.com, Master Shake is portrayed as being a chocolate milkshake in this episode, although he's a pistachio shake in the series"
34,2003,Ashtanga Yoga: Beginner's Practice with Nicki Doane,,,,,,,
35,2000,Ferngully 2: The Magical Rescue,,,,,,,
36,1992,Lady Chatterley,,,,,,,
37,1973,Zatoichi's Conspiracy,88,7.3,Kimiyoshi Yasuda,Yoshi Hattori-Kan Shimozawa,Katsu Production-Toho Company,Action-Drama,"Zatoichi, the famed blind swordsman, returns to his home village for the first time in many years. He is befriended by Omiyo, who had the same wet-nurse as Zatoichi. He also encounters a boyhood friend, Shinbei, who now is wealthy and appears not to remember Zatoichi. Shinbei seems to be interested in repaying the villagers' debts, but is in reality manipulating the ownership of a now-valuable rock quarry. Zatoichi learns of the subterfuge and confronts his old friend, who has a score of yakuza swordsmen backing his play."
38,2003,Daydream Obsession,87,3.1,Thomas R. Smyth,Scott Yarbrough,Ariztical Entertainment,,
39,2000,Love Reinvented,,,,,,,
40,2004,Pitcher and the Pin-Up,,,,,,,
41,2000,Horror Vision,,,,,,,
42,2002,Searching for Paradise,88,5.6,Myra Paci,Myra Paci,Centre Street-Charny/Grillo-Grande Capo-Luxmundi Productions,Drama,
43,2000,Silent Service,,,,,,,
44,1996,Spitfire Grill,117,6.9,Lee David Zlotoff,Lee David Zlotoff,Castle Rock Entertainment-Gregory Productions-The Mendocino Corporation,Drama,"Percy, upon being released from prison, goes to the small town of Gillead, to find a place where she can start over again. She is taken in by Hannah, to help out at her place, the Spitfire Grill. Percy brings change to the small town, stirring resentment and fear in some, and growth in others."
45,1999,The Love Letter,88,5.4,Peter Ho-Sun Chan,Cathleen Schine-Maria Maggenti,DreamWorks-Sanford/Pillsbury Productions,Comedy-Drama-Romance,"The power of words and images to open hearts. Helen runs, miles a day, to burn off energy: she's an emotional celibate. Going through the post at her shop, she finds a romantic and poetic letter between the couch cushions, unsigned, and thinks it's for her. It melts her resistance to feelings, and soon she undertakes an affair with Johnny, a collegiate employee. (He sees the letter and thinks she wrote it to him; he quotes some of it, so she thinks he wrote it to her.) In the background are Helen's long-time friend, George, who loves her, and her mother who abruptly left on a long trip months before. Discovering who actually wrote the letter brings insight and promise."
46,1964,Rudolph the Red-Nosed Reindeer,47,8.1,Larry Roemer,Romeo Muller-Robert May-Johnny Marks,Rankin/Bass Productions-Videocraft International-National Broadcasting Company,Animation-Adventure-Comedy-Family-Fantasy-Musical,"Sam the snowman tells us the story of a young red-nosed reindeer who, after being ousted from the reindeer games because of his beaming honker, teams up with Hermey, an elf who wants to be a dentist, and Yukon Cornelius, the prospector. They run into the Abominable Snowman and find a whole island of misfit toys. Rudolph vows to see if he can get Santa to help the toys, and he goes back to the North Pole on Christmas Eve. But Santa's sleigh is fogged in. But when Santa looks over Rudolph, he gets a very bright idea..."
47,1952,The Bad and the Beautiful,118,7.9,Vincente Minnelli,Charles Schnee-George Bradshaw,Metro-Goldwyn-Mayer (MGM),Drama-Romance,"Told in flashback form, the film traces the rise and fall of a tough, ambitious Hollywood producer Jonathan Shields, as seen through the eyes of various acquaintances, including a writer James Lee Bartlow, a star Georgia Lorrison and a director Fred Amiel. He is a hard-driving, ambitious man who ruthlessly uses everyone - including the writer, star and director - on the way to becoming one of Hollywood's top movie makers."
48,2001,Justice League,22,8.6,,Bob Kane-William Moulton Marston-Joe Shuster,Warner Bros. Animation-DC Comics-Warner Bros.,Animation-Action-Adventure-Drama-Family-Fantasy-Mystery-Romance-Sci-Fi-Thriller,"Forces of evil, chaos, and destruction await. Not even protectors like Superman, Batman, Wonder Woman, Green Lantern, the Flash, Hawkgirl or the Martian Manhunter may have a chance alone. But together as the Justice League, they are a metahuman force (and a hope) to be reckoned with."
49,2003,Devo: The Complete Truth About De-evolution,,,,,,,
50,1941,A Yank in the R.A.F.,98,6.5,Henry King,Darrell Ware-Karl Tunberg-Darryl F. Zanuck,Twentieth Century Fox,Action-Adventure-Drama-Romance-War,"Tyrone Power is a pilots' pilot, but he doesn't believe in anything beyond his own abilities. He gets into trouble by flying a new fighter directly to Canada instead of to New York and letting it be towed across as the law demands, but is offered a new job ferrying bombers to war torn England. While on a layover he finds Betty Grable, an old flame, has joined the RAF as a WREN in her attempt to fight for democracy. Power joins up to impress her and in the course of his several missions begins to develope an understanding of what they are fighting for."
51,2002,Jonah: A VeggieTales Movie: Bonus Material,,,,,,,
52,2002,The Weather Underground,92,7.5,Sam Green-Bill Siegel,,The Free History Project,Documentary-History-War,"In the late 1960s and early 1970s polarization of American political situation was becoming acute, with the Vietnam War abroad and civil rights at home being the most pressing issues. For the youth political movement, seemingly ineffectual methods of peaceful protest and resistance led to the rise of a faction that wanted a more extreme approach that the government could not ignore. One particular group, the Weather Underground, attempted to team up with the Black Panthers to violently confront the US government. They began with participation in street riots, and escalated their efforts to include the bombing of specific targets associated with the government or local power structures. Through archival footage and interviews of participants on both sides of this conflict, this film covers the Weather Underground's campaign of violence through this period, the FBI's strategies and tactics to apprehend them (including some deemed unethical or illegal), until changing times and disillusionment brought their activities to an end."
53,2003,The Bonesetter,72,1.6,Brett Kelly,Brett Kelly,Dudez Productions,Horror-Thriller,"One hundred years ago, an evil bonesetter was killed for his crimes against children. Now in the present a single mother and a shy librarian must discover who is behind a rash of child abductions, is the Bonesetter back to finish his depraved work?"
54,1952,We're Not Married,86,6.4,Edmund Goulding,Nunnally Johnson-Dwight Taylor-Gina Kaus,Twentieth Century Fox,Comedy-Romance,"A Justice of the Peace performed weddings a few days before his license was valid. A few years later five couples learn they have never been legally married. Annabel Norris, already Mrs. Mississippi and ready to enter the Mrs. America contest, is now free to enter the Miss Mississippi contest."
55,1995,Jade,95,5.2,William Friedkin,Joe Eszterhas,Paramount Pictures-Robert Evans Company,Crime-Drama-Thriller,"Someone does a nasty hatchet job on a San Fransisco big noise and the Assistant D.A. takes charge of the investigation. Through a web of blackmail and prostitution involving the Governor, an old lover of the lawman emerges as a prime suspect and he has to deal with his personal feelings as well as the case."
56,2004,Carandiru,,,,,,,
57,1995,Richard III,110,7.5,Richard Loncraine,William Shakespeare-Ian McKellen-Richard Loncraine,Mayfair Entertainment International-British Screen Productions-Bayly/Paré Productions-United Artists Pictures-First Look International,Drama-Sci-Fi-War,"William Shakespeare's classic play is brought into the present with the setting as Great Britian in the 1930s. Civil war has erupted with the House of Lancaster on one side, claiming the right to the British throne and hoping to bring freedom to the country. Opposing is the House of York, commanded by the infamous Richard who rules over a fascist government and hopes to install himself as a dictator monarch."
58,1996,Dragonheart,103,6.5,Rob Cohen,Patrick Read Johnson-Charles Edward Pogue-Charles Edward Pogue,Universal Pictures,Action-Adventure-Fantasy,"The young, sickly King Einon was wounded in a battle. In order for him to survive, he is healed by Draco, a dragon. Some years later, Bowen, a dragonslayer, encounters Draco. The two team up to form a travelling duo that perform an act, but the act is only known by themselves. Bowen supposedly ""slays"" Draco and then collects a reward from the town or village that he protects by killing the dragon who had been ""terrorizing"" them. From there, Bowen and Draco must save the entire kingdom from the rule of the now evil King Einon, who is part of Draco, and Draco a part of him."
59,2003,Sex and the Beauties,,,,,,,
60,1969,The Libertine,,,,,,,
61,1999,Ricky Martin: One Night Only,45,7.4,Bruce Gowers,Ken Ehrlich,,Documentary-Music,Ricky Martin: One Night Only invites you on and offstage with one of Latin music's biggest superstars! This video features live versions of Livin La Vida Loca and La Copa De La Vida plus guest appearances from Carlos Santana and José Feliciano.
62,1991,Ken Burns' America: Empire of the Air,,,,,,,
63,1943,Crash Dive,106,6.4,Archie Mayo,Jo Swerling-W.R. Burnett,Twentieth Century Fox,Action-Adventure-Drama-Romance-Thriller-War,"Against his personal preference, PT boat commander Ward Stewart is made executive officer of the submarine USS Corsair. On leave before sailing, he meets schoolteacher Jean Hewlett and gives her a romantic rush...unaware that she's the sweetheart of Dewey Connors, his new commander. At sea, the men bond while fighting German Q-ships. When will they discover their mutual romantic rivalry? Will it interfere with a spectacular commando raid on a secret German base?"
64,2001,Outside the Law,30,,Farhad Safinia,Farhad Safinia,,Short-Drama,
65,2000,Lost in the Pershing Point Hotel,107,4.8,Julia Jay Pierrepont III,Leslie Jordan-Leslie Jordan,Pershing Point Productions-Pierrepont Productions,Comedy-Drama,"Taken from the life story of Leslie Jordan. A Tennessee country boy realizes he's gay and keeps getting in trouble with the local bad boys. He hears Atlanta is the new place to be, tosses his country overalls and shows up at the disco in silver platform shoes and a polyester Saturday Night Fever get up. He meets Tripper (Mark Pelligrino) and the trouble and adventures don't stop. Leslie's partner in crime is Miss Make Do, a colorful debutante of a mess, rebelling against her wealthy Southern family and running with the druggies and disco drunks. Amazing cast including the late John Ritter as the preacher trying to pray the homosexual temptations out of young Leslie. Many other related recognizable cameos."
66,1989,Barbarian Queen 2,,,,,,,
67,1997,Vampire Journals,82,5.7,Ted Nicolaou,Ted Nicolaou,Castel Film Romania-Full Moon Entertainment-Full Moon Studios,Fantasy-Horror,A 19th century vampire stalks a more powerful vampire lord in his quest to gain revenge over the death of his mistress. In his search for the vampire lord in Eastern Europe he kills many of his servants and fellow vampires while cursing another to vampirism as well.
68,2004,Invader Zim,14,7.8,Jordan Reichek,Jhonen Vasquez-Jhonen Vasquez-Jhonen Vasquez,,Animation-Action-Adventure-Comedy-Family-Sci-Fi,
69,2003,WWE: Armageddon 2003,,6.8,Kevin Dunn,,World Wrestling Entertainment,Action-Sport,
70,1999,Tai Chi: The 24 Forms,,,,,,,
71,1995,Maya Lin: A Strong Clear Vision,,,,,,,
72,1974,At Home Among Strangers,97,7.7,Nikita Mikhalkov,Nikita Mikhalkov-Eduard Volodarskiy,Mosfilm,Action-Adventure-Drama-War-Western,
73,1954,Davy Crockett: 50th Anniversary Double Feature,,,,,,,
74,1999,6ixtynin9,118,7.2,Pen-Ek Ratanaruang,Pen-Ek Ratanaruang,Five Stars Production Company-The Film Factory,Comedy-Crime-Thriller,"A woman, fired from a financial coorporation during the Asia crisis, returns home with no money. However, she finds a box with a fortune in front of her door, and decides to keep it. However, the people that left it there soon want it back."
75,1997,Grind,96,5.3,Chris Kentis,Laura Lau-Chris Kentis,Kodiak Productions LLC,Drama-Romance,"When a drag-racing, hard-luck parolee moves in with his brother in hopes of that ever-elusive fresh start in life, he's sure to be warm for the form of his brother's bored young wife. Things only get worse when he tries to turn a quick buck in a one-time insurance fraud operation."
76,1952,I Love Lucy: Season 2,,,,,,,
77,1995,Congo,109,5.1,Frank Marshall,Michael Crichton-John Patrick Shanley,Paramount Pictures-The Kennedy/Marshall Company,Action-Adventure-Mystery-Sci-Fi,"A megalomaniac C.E.O. sends his son into the dangerous African Congo on a quest for a source of diamonds large enough and pure enough to function as powerful laser communications transmitters (or is it laser weapons?). When contact is lost with his son and the team, his sometime daughter- in-law is sent after them. She is a former CIA operative and, accompanied by gee-whiz gadgetry and a few eccentric characters (including a mercenary, a researcher with a talking gorilla, and a a nutty Indiana-Jones-type looking for King Solomon's Mines), sets out to rescue her former fiancé. What they all discover is that often what we most want turns out to be the source of our downfall."
78,1996,Jingle All the Way,89,5.6,Brian Levant,Randy Kornfield,1492 Pictures-Twentieth Century Fox,Comedy-Family,"Meet Howard Langston, a salesman for a mattress company is constantly busy at his job, and he also constantly disappoints his son, Jaime, after he misses his son's karate exposition, he tries hard to come up with a way to make it up to him. Jamie says he wants for Christmas is an action figure of television hero Turbo Man. Unfortunately for Howard, it is Christmas Eve, and every store is sold out of Turbo Man figures; now Howard must travel all over town and compete with everybody else including a mail man named Myron to find a Turbo Man action figure, and to make it to the Wintertainment Parade, which will feature Turbo Man."
79,1956,The Killing,84,8.0,Stanley Kubrick,Stanley Kubrick-Jim Thompson-Lionel White,Harris-Kubrick Productions,Crime-Drama-Film-Noir-Thriller,"After just being released from a five year stint in prison, Johnny Clay has assembled a five man team, including two insiders, to carry out what he estimates will be a $2 million heist at Lansdowne Racetrack, that take, minus expenses, to be split five ways. Besides Johnny, none of the men truly are criminals in the typical sense. In addition to the other four team members, Johnny has hired two men external to the team to carry out specific functions for a flat fee, the other four who will not meet the two men for hire or know who they are, while the two men for hire will not be told of the bigger picture of the heist. None involved are to tell anyone, even their loved ones, about the job, each of the five who has a specific reason for wanting his share of the money: Johnny, in wanting to get married to his longtime girlfriend Fay, the two who have known each other since they were kids, realizes that to live comfortably, he has to shoot for the moon instead of carrying out the penny ante stuff that put him behind bars; Marvin Unger, a bookkeeper who is bankrolling the plan, is doing it out of his friendship and loyalty to Johnny; Randy Kennan, a crooked police officer, is already late with his repayment to a loan shark; Mike O'Reilly, one of the track's bartenders, wants to be able to provide better overall care, most importantly medical, to his bedridden wife, Ruthie O'Reilly; and milquetoast George Peatty, one of the track's ticket clerks, is trying to buy back the love of his shrew of a wife of five years, Sherry Peatty, if he ever had her love at all. The elaborate plan requires meticulous timing by all seven men. Beyond any unforeseen problems causing the plan to fail, what the other four team members are unaware of is that weak minded George told Sherry of the broad issue that he will be involved in a heist in an effort to hold on to her emotionally, she, in turn, who told her boyfriend Val Cannon, with Sherry and Val having their own ideas of absconding with the entire take of the heist after the fact."
80,1979,Winter Kills,97,6.2,William Richert,Richard Condon-William Richert,Winter Gold Productions,Comedy-Drama-Mystery-Thriller,"19 years after President Timothy Keegan was assassinated, his brother Nick discovers a dying man claiming to have been the gunman. While trying to avoid his wealthy and domineering father's attempts to control his actions, Nick follows the clues that have been handed to him. As he progresses, it becomes increasingly difficult to discern the real trails from the dead ends, and increasing dangerous as unknown parties try to stop Nick from uncovering the truth."
81,1991,Antarctica: IMAX,,,,,,,
82,1951,The Frogmen,96,6.7,Lloyd Bacon,John Tucker Battle-Oscar Millard-Samuel G. Engel,Twentieth Century Fox,Adventure-Drama-War,"World War II drama in which Richard Widmark, as Lt. Cmdr. John Lawrence, replaces the popular commanding officer of a group of underwater demolition divers. a crew of fiercely independent studs who hang their proverbial hats in Davy Jones' locker. The martinet Lawrence tightens the discipline of the unit, making him mucho unpopular with the macho frogmen. Finally, Lawrence proves himself as more than just a stuffed white shirt, showing he has the cojones to keep up with their peculiar brand of the jones, becoming one of the team by fearlessly defusing a live torpedo at the risk of his own life."
83,1983,Silkwood,131,7.2,Mike Nichols,Nora Ephron-Alice Arlen,ABC Motion Pictures,Biography-Drama-History-Thriller,"Fairly accurate recounting of the story of Karen Silkwood, the Oklahoma nuclear-plant worker who blew the whistle on dangerous practices at the Kerr-McGee plant and who died under circumstances which are still under debate."
84,2002,The Powerpuff Girls Movie,73,6.5,Craig McCracken,Charlie Bean-Lauren Faust-Craig McCracken,Cartoon Network Studios-Cartoon Network,Animation-Action-Adventure-Comedy-Family-Sci-Fi,"In the city of Townsville, the frustrated Professor Utonium is gathering all the ingredients to make a perfect little girl (sugar, spice, and everything nice). But when his lab assitant, a monkey named Jojo, causes the accidental addition of Chemical X to the mix, the Professor ends up with not one but 3 perfect, powerful little girls. It soon becomes obvious that Blossom, Bubbles, and Buttercup are not normal girls, they have superpowers and have not yet learned to control. The girls are treated like outcasts because they have inadvertently wrecked Townsville in a superpowered game of tag. To win the hearts of the people of Townsville, the girls are tricked into making a deal with Jojo who plans to take over Townsville. As the girls foil this threat and defeat an army of superpowered monkeys, the Powerpuff Girls learn that with great power comes great responsibility."
85,2005,Elfen Lied,,,,,,,
86,1996,Iron Monkey 2,92,4.6,Lu Chiang Chao-Lan Jing,Man Choi Lee-Daoyuan Qian,Gold Rush Film Co.,Action,
87,2002,Louder Than Bombs,,,,,,,
88,1998,Record of Lodoss War: Chronicles of the Heroic Knight,25,7.6,,Ryo Mizuno,,Adventure-Animation-Fantasy,"Record of Lodoss War, is, simply the best anime series I've ever seen. Sure, it's old school, and some of the scenes and characters reflect that fact, but the story line and characters make up for any shortcomings one may feel exist. Set in a world torn apart by the greed and jealousy of the gods and goddesses, Lodoss, The Accursed island, is inhabited by elves, trolls, monsters, Humans, and dragons, most working together towards and common goal: saving their world. The good guys, well, are good, and the bad guys: superb. Without spoiling the story for you, I'll just say that Lodoss Wat is A love story that is much more than a love story, an epic story with epic heros, and a real true pleasure to watch,"
89,2000,Chain of Command,96,4.8,John Terlesky,T.L. Lankford,Cinetel Films-Chain of Command Inc.,Action-Adventure-Thriller,"Connelly, a secret service agent whose contempt for the new president's morals makes him unwilling to take a bullet for the guy is transferred to 'football duty'. The football in question is the briefcase which gives the president control over the whole of America's nuclear arsenal. It must be kept within 40 feet of him at all times and officers guarding it have responsibility only for the briefcase. However, during unofficial negotiations with a prominent Chinese businessman both the president and the football are captured."
90,1951,The Lemon Drop Kid,91,7.2,Sidney Lanfield-Frank Tashlin,Edmund Beloin-Irving Elinson-Edmund L. Hartmann,Hope Enterprises-Paramount Pictures,Comedy-Crime-Music-Romance,"When the Lemon Drop Kid accidentally steers Moose Moran's girl away from a winning bet, he is forced to come up with $10,000 to repay the angry gangster. Fortunately it's Christmas, a time when people can be persuaded to part with money for the right cause."
91,2005,WWE: Royal Rumble 2005,180,7.6,Kevin Dunn,,World Wrestling Entertainment,Action,
92,2002,ECW: Cyberslam '99,,,,,,,
93,2004,They Came Back,102,5.9,Robin Campillo,Robin Campillo-Brigitte Tijou,Haut et Court-France 3 Cinéma-Gimages Développement-Canal+-Centre National de la Cinématographie (CNC)-Gimages 6-Région Ile-de-France-Région Centre,Drama-Fantasy,
94,2000,G3: Live in Concert,,,,,,,
