id,year,title,Runtime,Rating,Directors,Writers,Production companies,Genres,Plot
4010,1963.0,The Leopard (Original Italian Version),,,,,,,
4011,1982.0,George Carlin: Carlin at Carnegie,,,,,,,
4012,1999.0,Random Hearts,133,5.1,Sydney Pollack,Warren Adler-Darryl Ponicsan-Kurt Luedtke,Columbia Pictures-Global Entertainment Productions GmbH & Company Medien KG-Mirage Enterprises-Rastar Pictures-SPE German Finance Co.,Drama-Mystery-Romance,After the death of their loved ones in a tragic plane crash Harrison Ford and Kristin Scott Thomas find keys in their loved ones' possessions and realize that they were having an affair and must figure out all the details.
4013,1993.0,Sherlock Holmes: The Eligible Bachelor,104,6.9,Peter Hammond,T.R. Bowen-Arthur Conan Doyle,Granada Television-ITV Studios Global Entertainment-WGBH,Crime-Drama-Mystery-Thriller,"Sherlock Holmes is unwell and suffering from intense, disturbing dreams. He is also bored with little to do and only the most routine and trivial cases offered to him. Mrs. Hudson is so worried that she summons Dr. Watson, who suggests Holmes consider a trip to Vienna to visit a new doctor who seems to specialize in interpreting dreams, Sigmund Freud; but, Holmes is soon approached by Lord Robert St. Simon over the sudden disappearance of his wife, Hettie. They had only just married when his new bride became deeply disturbed upon leaving the church. He admits to also having had actress Flora Miller as his one-time mistress, a jilted lady who's lately been making trouble for him. He was also previously married, twice, with his first wife dying and his second marriage annulled. It's not till Sherlock receives a visit from Agnes Northcote, sister of Lord Robert's second wife Helena, that he fully realizes the extent of Lord St. Simon's barbarity. When he learns the true reason for Hettie's mood change on leaving the church, lives are suddenly at risk, and the solution to the mystery is at hand."
4014,2001.0,The Princess and the Barrio Boy,,,,,Buena Vista Television,Talk-Show,
4015,2001.0,The Road to Love,70,6.7,Rémi Lange,Rémi Lange-Antoine Parlebas,Les Films de l'Ange,Drama,"This romantic-kitsch story goes from Paris to Marseille, from Amsterdam to Morocco via Jean Genet's grave in Larache, and on to Tangiers. The movie tells the story of an Algerian-French heterosexual young man beginning a sociology study of gay islamic homosexualities and discovering gay love with a young French steward."
4016,1997.0,Zigzag,87,4.8,Allen Nause,Dan Reed-Loren Bivens,Thrive/22,Action,"Jacob and Sierra, two poor rural types, decide to solve their problems by kidnapping Maria, the governor's daughter. Things begin to go awry, however, when Maria's father witnesses the kidnapping. To make matters worse, he ends up in a coma after crashing his car while chasing the kidnappers, so he is unable to answer their demands. As the pair wait for the governor to wake up, their patience begins to wear thin and they begin to lose hope of their scheme ever succeeding."
4017,1994.0,The Browning Version,97,7.3,Mike Figgis,Terence Rattigan-Ronald Harwood,Percy Main,Drama,"Andrew Crocker-Harris is an embittered and disliked teacher of Greek and Latin at a British public school. After nearly 20 years of service, he is being forced to retire on the pretext of his health, and perhaps may not even be given a pension. The boys regard him as a Hitler, with some justification. His wife Laura is unfaithful, and lives to wound him any way she can. Andrew must come to terms with his failed life and regain at least his own self-respect."
4018,1965.0,Die! Die! My Darling!,97,6.4,Silvio Narizzano,Richard Matheson-Anne Blaisdell,Columbia Pictures-Hammer Films,Horror-Thriller,"Patricia Carroll arrives in London to get married with her fiancé Alan Glentower. However, the stubborn Pat decides to pay a visit in the country to Mrs. Trefoile, the mother of her former fiancé Stephen, who died in a car accident. Once there, the religious fanatic Mrs. Trefoile insists to Pat to stay overnight to go to the mass on the next morning. After going to the church, the naive Pat tells Mrs. Trefoile that she was not going to marry Stephen, triggering her insanity. Mrs. Trefoile abducts Pat to purify her sins and make her pure for her beloved son."
4019,1996.0,Infinity,119,6.1,Matthew Broderick,Richard Feynman-Ralph Leighton-Patricia Broderick,First Look International-Neo Productions-Overseas FilmGroup,Biography-Drama,"As a young boy, Richard was fascinated with science and objects in motion. This wonderment was reinforced through the efforts of his father. The only thing that mattered as much as science, and his family, was Arline, whom he met when they were both in school. But fate can often be cruel and Arline is found to be stricken by Tuberculosis. Undaunted, Richard studies the disease as he studies science in hopes of curing her. When her disease is in remission, they marry and he proceeds on to college where his studies and the war lead him to Los Alamos to work on the Manhattan Project. While Richard is intrigued with the solution to the project, he is also concerned with the outcome and saddened with the failing health of Arline."
4020,1999.0,Travel the World by Train: Central America,60,,Graham Loveridge,,,Documentary,
4021,2000.0,The Dead Hate the Living,90,4.0,Dave Parker,Dave Parker-Paul Salamoff-Dave Parker,Full Moon Entertainment,Horror-Comedy,"When a renegade band of young filmmakers break into an abandoned hospital to make their horror epic, they stumble upon a real dead body and decide to use it in their movie. They accidentally bring it back to life, open a portal to a dead world that releases dozens of other zombies, then struggle for their lives in a desperate attempt to flee from the creatures who apparently have them hopelessly trapped in the hospital."
4022,1995.0,Born to be Wild,100,5.1,John Gray,Paul Young-John Bunzel-Paul Young,Warner Bros.-Outlaw Productions-Fuji,Adventure-Comedy-Drama-Family,Rick Heller is a juvenile delinquent who keeps getting himself into trouble. To keep him out of trouble his mother puts him to work cleaning the cage of a gorilla named Katie which she is teaching to communicate through the use of sign language. When the owner of the gorilla takes her back to become a flea market freak Rick takes it upon himself to break Katie out and take her on an adventureous journey to get her out of the country.
4023,2003.0,Fate,,,,,,,
4024,1995.0,The Mystery of Rampo,,,,,,,
4025,1968.0,The Private Navy of Sgt. O' Farrell,92,5.9,Frank Tashlin,Robert M. Fresco-John L. Greene-Frank Tashlin,John Beck-Naho Productions,Comedy-War,"Sgt. O'Farrell an Army soldier on an island in the South Pacific during World War II is trying to bring the two basics of life to his fellow servicemen, women and beer. The supply ship carrying the beer is torpedoed and the contingent of nurses consists of six males and ugly nurse Nellie Krause. If he could at least try to salvage the shipment of beer."
4026,1993.0,Money for Nothing,100,5.8,Ramón Menéndez,Mark Bowden-Ramón Menéndez-Tom Musca,Permut Presentations-Hollywood Pictures,Comedy-Crime-Drama,"When unemployed dockworker Joey Coyle finds $1.2 million that fell off of an armored car, he decides to do the logical thing: take the money and run. After all, he says, finders keepers. He turns to his ex-girlfriend Monica, who works in an investment firm, for advice, before turning to the mob for help laundering the money. While Joey makes plans to leave the country, however, a detective is following his ever-warmer trail in order to recover the cash."
4027,1988.0,Police Academy 5: Assignment - Miami Beach,90,4.5,Alan Myerson,Neal Israel-Pat Proft-Stephen Curwick,Warner Bros.,Comedy-Crime,"The old Commandant Lassard, leader of the Police Academy (1984), goes to Florida to receive an award. In the city arrives also the cynic Captain Harris who wants to take Lassard's job. Harris wants to place himself in a favourable light in front of the high military hierarchy but, at the airport, Lassard exchanges his bag with another one..."
4028,2004.0,Russell Simmons Presents Def Poetry: Season 2,,,,,,,
4029,1952.0,Come Back,99,7.7,Daniel Mann,Ketti Frings-William Inge,Hal Wallis Productions,Drama-Romance,"For two decades Doc and Lola Delaney avoided coming to terms with what Doc considered a ""shot gun"" marriage. Lola lost the baby and gives a lot of her affection to Sheba, a dog that disappeared a few months before the film opens. Doc blames Lola for having to drop out of medical school and not becoming a ""real"" doctor. Until joining AA a year ago, his escape was alcohol. Then college student Marie rents a room in their home. Doc feels passion for the first time in 20 years. But Marie has two suitors her age. Lola -- unaware of Doc's emotions --becomes as interested in Marie's future as if Marie were her daughter."
4030,1961.0,Wild in the Country,114,6.5,Philip Dunne,Clifford Odets-J.R. Salamanca,Jerry Wald Productions,Drama-Musical,"Glen Tyler (Elvis Presley), a down on his luck young man, is sent to counselor Irene Sperry (Hope Lange) to begin battling his personal demons. While under her tutelage a flair for writing emerges. Can she guide him down the right path or will her interference lead to his demise?"
4031,1995.0,Mortal Kombat: The Movie,54,3.9,Joseph Francis,Kevin Droney,Threshold Entertainment,Animation-Action-Adventure-Fantasy,"As the three chosen defenders of Earth travel to the Kombat Island, Rayden teaches them how to be the masters of their destinys, how to overcome their foes, and how to control their powers. Liu Kang, Sonya Blade and Johnny Cage must defeat Shang Tsung, Sub Zero, Scorpion and Goro if they are to survive this challenge to decide the fate of the earth."
4032,1992.0,Young Duke Series: The Fugitive,,,,,,,
4033,2005.0,Alias: Season 4,,,,,,,
4034,1997.0,Lifeline,108,6.7,Johnnie To,Nai-Hoi Yau,Cosmopolitan Film Productions,Action-Thriller,
4035,2004.0,Throwdown,95,6.9,Johnnie To,Nai-Hoi Yau-Tin-Shing Yip-Kin-Yee Au,China Star Entertainment-Sil-Metropole Organisation-One Hundred Years of Film Company-Milky Way Image Company,Drama,"A former judo champion quits the tournament cirucit and runs a nightclub. However, when a new challenger appears as well as an old rival and a judo master in need of reviving his school, the young man must go back in training and prepare for the ultimate challenge."
4036,1997.0,Secrets of the Heart,105,7.3,Montxo Armendáriz,Montxo Armendáriz,Aiete Films S.A.-Ariane Films-Canal+ France-D.M.V.B. Films-Eurimages-Euskal Media-Fábrica de Imagens-Instituto de la Cinematografía y de las Artes Audiovisuales-Sogepaq,Drama,Javi and his friend Carlos snoop around an old house on the way home from school. According to his brother Juan this is a haunted house and one can hear the voices of the dead. Later he is intrigued with a room which is always closed (the room where his father was found dead). He is so interested in these mysteries that he starts to investigate all the secrets of these dead people and their stories.
4037,2003.0,Simon & Garfunkel: Old Friends Live on Stage,,,,,,,
4038,1982.0,A Fine Romance: Set 2,,,,,,,
4039,1974.0,Nude for Satan,,,,,,,
4040,1993.0,Tales of the City,360,8.7,Alastair Reid,Richard Kramer-Armistead Maupin,American Playhouse-Channel 4 Television Corporation-KQED-Working Title Films,Drama-Mystery-Romance,"This mini-series chronicles the adventures of Mary Ann Singleton, a young secretary from Cleveland who takes a vacation to San Francisco and decides to stay. Set in 1976, before the days of A.I.D.S. and crack, the story depicts the city at the height of its boisterous gay, drug, and disco cultures through the eyes of the innocent heroine."
4041,2004.0,Mobile Suit Gundam SEED,25,7.2,,Yoshiyuki Tomino-Hajime Yatate-Chiaki Morosawa,Sunrise-Mainichi Broadcasting System,Animation-Action-Drama-Sci-Fi-War,"Two Years after The war Between the Earth Alliance and ZAFT, conflicts between the two nations heat up again. Shin Asuka, the new Main Character's eyes are full of sorrow as his family was killed in Orb during the war. Meanwhile, Athrun is torn between protecting Cagalli in Orb and doing something about the war. With new moble suits being developed by ZAFT and the abduction of three new modles by 3 Earth Alliance Pilots, the new story begins."
4042,1978.0,Pretty Baby,110,6.6,Louis Malle,Polly Platt-Polly Platt-Louis Malle,Paramount Pictures,Drama,"In 1917, in the red light district Storyville, New Orleans, the prostitute Hattie lives with her twelve year-old daughter Violet in the fancy brothel of Madame Nell, where she works. Photographer Ernest J. Bellocq has an attraction to Hallie and Violet and he is an habitué of the whorehouse. One day, Madame Nell auctions Violet's virginity and the winner pays the fortune of US$ 400 to spend the night with the girl. Then Hattie marries a wealthy client and moves to Saint Louis, leaving Violet in the brothel alone. Violet decides to marry Bellocq and she moves to his house. Until the day that Hattie, who has overcome her past, comes to Bellocq's house with the intention to take Violet with her."
4043,2002.0,Signs,106,6.7,M. Night Shyamalan,M. Night Shyamalan,Touchstone Pictures-Blinding Edge Pictures-The Kennedy/Marshall Company,Drama-Mystery-Sci-Fi-Thriller,"Preacher Graham Hess, played by Mel Gibson, has lost his faith in God after his wife dies in a brutal car accident. He along with his son and daughter and his brother Merrill lives in a farmhouse. Crop circles begin to appear in their corn fields which Graham dismisses as mischief by miscreants. After hearing strange noises and watching news coverage on crop circles appearing all over the world, the family grows suspicious of alien activities. Now they must stick together and believe, as a family to survive the ordeal and find a way to escape."
4044,1998.0,Subspecies 4: Bloodstorm,85,5.6,Ted Nicolaou,Ted Nicolaou,Castel Film Romania,Fantasy-Horror,"Vampire Fledgling Michelle Morgan has escaped the grasp of her master Radu Vladislas. Found by a woman named Ana, she is taken to a hospital where a doctor claims to be able to cure her vampirism. Radu, recovering from the near-death delivered by Michelle and her friends, travels to Bucharest to follow his fledgling. He visits the vampire Ash's stronghold. Ash and his protege Serena plot to destroy Radu and employ the help of the humans, Ana and the Doctor."
4045,2003.0,The Indiana Jones Trilogy: Bonus Material,,,,,,,
4046,1988.0,All Creatures Great and Small: Series 5,,,,,,,
4047,2000.0,Sacrifice,90,4.9,Mark L. Lester,Mitchell Smith-Randall Frakes,American World Pictures-Lions Gate Films,Action-Horror-Thriller-Mystery,"A convicted bank robber breaks free as he is being transported to prison after learning that his daughter has been killed by a serial killer. Determined to find her killer, he joins with a female cop who is working the case. He quickly discovers that his daughter had recently had an abortion, an action common to all of the murdered women. Meanwhile the FBI agent that he escaped from is hot on his trail."
4048,2003.0,Little House on the Prairie: I'll Be Waving as You Drive Away,,,,,,,
4049,1988.0,Torch Song Trilogy,120,7.7,Paul Bogart,Harvey Fierstein-Harvey Fierstein,New Line Cinema-Howard Gottfried/Ronald K. Fierstein Production,Comedy-Drama-Romance,"Tony Award-winning actor and playwright Harvey Fierstein re-creates his role as the unsinkable Arnold Beckoff in this film adaptation of the smash Broadway play TORCH SONG TRILOGY. A very personal story that is both funny and poignant, TORCH SONG TRILOGY chronicles a New Yorker's search for love, respect and tradition in a world that seems not especially made for him. From Arnold's hilarious steps toward domestic bliss with a reluctant school teacher, to his first truly promising love affair with a young fashion model, Arnold's greatest challenge remains his complicated relationship with his mother. But armed with a keenly developed sense of humor and oftentimes piercing wit, Arnold continues to test the commonly accepted terms of endearment--and endurance--in a universally affecting story that confirms that happiness is well worth carrying a torch for."
4050,1997.0,Toothless,92,6.1,Melanie Mayron,Mark S. Kaufman,Mandeville Films-Walt Disney Television,Action-Adventure-Comedy-Drama-Family-Fantasy-Musical,A dentist is cast into limbo after her death in a bike accident and is given the assignment to act as The Tooth Fairy as her action to be admitted into heaven.
4051,1971.0,The Hospital,103,7.2,Arthur Hiller,Paddy Chayefsky,Simcha Productions,Comedy-Drama-Mystery,"Herbert Bock, the chief of medicine in a New York City teaching hospital, is contemplating suicide; he's impotent, his wife has left him, and his children aren't speaking to him. His hospital is also suffering from a recent spate of inexplicable deaths. In the midst of these setbacks, Bock is romantically drawn to the much younger Barbara, whose father is a patient. As Barbara restores Bock's will to live, it turns out that the hospital deaths are murders."
4052,2001.0,All the Queen's Men,99,4.6,Stefan Ruzowitzky,Digby Wolfe-Joseph Manduke-June Roberts,Atlantic Streamline-B.A. Filmproduktion-Dor Film Produktionsgesellschaft-Phoenix Film,Action-Comedy-Drama-War,"Late in World War II, the Brits still want their hands on a German Enigma, the typewriter-like machine that constructs and sends coded messages. Parachuting behind enemy lines - with two days to find the factory where Enigmas are made, grab one, and get out - are an unlikely quartet: a queen, a pencil pusher, a bookworm, and an almost secret agent. Plus they are all dressed as women, with only a crash course from the queen. They reach their destination, rendezvous with their German contact, a lovely librarian, and start their search. They seemed doomed to fail; is this a fool's errand?"
4053,2004.0,A Program About Unusual Buildings & Other Roadside Stuff,57,7.0,,Rick Sebak,WQED,Documentary,
4054,1990.0,House of Cards Trilogy I: House of Cards,,,,,,,
4055,1984.0,The Woman in Red,87,5.9,Gene Wilder,Jean-Loup Dabadie-Yves Robert-Gene Wilder,Orion Pictures,Comedy-Romance,"Teddy is a middle-aged man who has a good wife, kids, friends and a fine job. You could say that he has everything he wants; but he doesn't. One day he sees a gorgeous woman in a red dress, and goes crazy! He must have her..."
4056,2001.0,Planet of the Apes,119,5.7,Tim Burton,Pierre Boulle-William Broyles Jr.-Lawrence Konner,Twentieth Century Fox-The Zanuck Company-Tim Burton Productions,Action-Adventure-Sci-Fi-Thriller,"It is the year 2029: Astronaut Leo Davidson boards a pod cruiser on a Space Station for a ""routine"" reconnaissance mission. But an abrupt detour through a space time wormhole lands him on a strange planet where talking apes rule over the human race. With the help of a sympathetic chimpanzee activist named Ari and a small band of human rebels, Leo leads the effort to evade the advancing Gorilla Army led by General Thade and his most trusted warrior Attar. Now the race is on to reach a sacred temple within the planet's Forbidden Zone to discover the shocking secrets of mankind's past - and the key to its future."
4057,2000.0,Sharks: Great White / Ultimate Guide to Sharks,,,,,,,
4058,1952.0,The Best of the Abbott and Costello Comedy Hour,,,,,,,
4059,1976.0,Ilsa,85,5.2,Don Edmonds,Langston Stafford,Mount Everest Enterprises Ltd.,Horror-Thriller,"Finding a new employer, and looking not a day older since the end of World War II, Ilsa works for an Arab sheik who enjoys importing females to use as sex slaves. An American millionaire's daughter, a movie star, and an attractive equestrienne are among his latest victims."
4060,1990.0,The Long Walk Home,97,7.3,Richard Pearce,John Cork,Dave Bell Associates-New Visions Pictures,Drama-History,"Dramatizes the events in 1955-1956 in Montgomery, Alabama, when blacks boycotted public transport becuase they were forced to sit at the back. Odessa works as a maid for the Thompsons, and as well as she is treated, she feels it is her duty to walk to work, even if it means she is exhaused, and gets to work late."
4061,1964.0,Soft Skin,113,7.6,François Truffaut,François Truffaut-Jean-Louis Richard,Les Films du Carrosse-Societé d'Exploitation et de Distribution de Films-Simar Films,Drama-Romance,"Pierre Lachenay, a middle-aged, well-known publisher and lecturer, is married to Franca, an unbalanced woman, and father of Sabine, a 10-year-old girl. While traveling to Lisbon for a lecture, Pierre Lachenay has a one night stand with Nicole, the Panair do Brasil air stewardess. He wants to see her again and again, they travel to Reims together, and Pierre hides the affair from his family, mostly to spare his daughter the anguish of a separation. Nicole is taking it lightly but Pierre, misunderstanding her feelings and expectations, decides to live with her. The couple's break-up leads to a tragic end."
4062,1997.0,Battle Athletes: Vol. 2: Ready,,,,,,,
4063,2005.0,Fingersmith,181,8.0,Aisling Walsh,Peter Ransley-Sarah Waters,Sally Head Productions-British Broadcasting Corporation (BBC),Crime-Drama-Romance,"Susan ""Sue"" Trinder is a fingersmith (British slang for thief) who lives in the slums of London with a baby farmer (person who looks after unwanted babies) Mrs.Sucksby. When a once rich man, who gambled all his money away, presents them with a scam that has a payout of 40,000 pounds, Sue signs on to swindle rich Maud Lilly. Maud is an orphan who lives with her uncle, but what exactly is going on in the Lilly house? Sue will pose as Maud's maid so that Mr. Rivers (the gentleman) can get close to and eventually marry her. Their plan is to put Maud in the madhouse and take the money for themselves. All goes astray though when Sue falls in love with Maud. And the question is: Who can you trust?"
4064,1998.0,The Big Hit,91,6.1,Kirk Wong,Ben Ramsey,TriStar Pictures-Amen Ra Films-Zide-Perry Productions-Lion Rock Productions,Action-Comedy-Crime-Thriller,"To payoff his second girlfriend's debt, hitman Melvin Smiley undertakes a kidnapping job with his usual associates. In a world of prospective Jewish in-laws and late movie fees, the hitman falls in love with the victim and must settle the score with those out to double-cross him."
4065,1998.0,Learning Curve,86,6.5,Andy Anderson,Andy Anderson,Andersonfilm,Drama,"After some personal trauma, Wilson Walmsley is invited to work as a substitute teacher in a suburban public high school. He finds lack of authority and interest in the school direction and teacher body; uncontrolled and abusive students in an environment of disrespect and lack of discipline. He becomes close to the arts teacher Louise and to the smart and abused student Joey. When he saves Louise from a sexual assault of the student Davey, Louise and him are sued by Davey's family lawyer; then Davey's girlfriend beats Louise. The upset Walmsley lures, drugs and kidnaps Joey and six troublemakers of his class and brings them to his isolate real estate in Alpine, Texas. When the seven students wake up, they are naked and caged in cages with electric fences. When Walmsley arrives, he advises that his class will begin, and any disrespect or lack of discipline will be duly punished, and shots Joey to make clear his intentions. And the class begins."
4066,1974.0,Thriller: A Cruel Picture,,,,,,,
4067,1976.0,Silver Streak,114,6.9,Arthur Hiller,Colin Higgins,Frank Yablans Presentations-Miller-Milkis Productions-Twentieth Century Fox,Action-Comedy-Crime-Romance-Thriller,"A somewhat daffy book editor on a rail trip from Los Angeles to Chicago thinks that he sees a murdered man thrown from the train. When he can find no one who will believe him, he starts doing some investigating of his own. But all that accomplishes is to get the killer after him."
4068,2004.0,Twist,97,5.3,Philip Kaufman,Sarah Thorp,Paramount Pictures-Intertainment AG-Kopelson Entertainment-Blackout Productions Inc.-Harlequin Pictures,Crime-Drama-Mystery-Thriller,"Jessica Shepard is an on the rise police officer of San Francisco's esteemed police department, after having solved a big case about a serial killer. Her mentor John Mills is proud of Jessica as a father would be of his daughter, since Mills was the partner of Jessica's late father. With a newly established promotion, Jessica finds that she might once again have to prove herself in a department that takes no prisoners. Not to mention a new partner named Mike Delmarco, who might be Jessica's next closest thing to a confidant. However, a man has been found dead and the two officers are brought into the investigation. What they find is a surprise when the dead in question was a man Jessica slept with, he being part of a list of one night stands that Jessica has engaged in. Now under suspicion and a terrible drinking problem gnawing at her, Jessica will have to prove to her superiors and to her skeptical partner that she's not the one behind the murders and Mills is one of the few people standing behind her. This is a story about a woman trying to find the perpetrator of these horrible crimes, before she herself might end as one of them."
4069,1983.0,Local Hero,111,7.4,Bill Forsyth,Bill Forsyth,Enigma Productions-Goldcrest Films International,Comedy-Drama,"Oil billionaire Happer sends Mac to a remote Scottish village to secure the property rights for an oil refinery they want to build. Mac teams up with Danny and starts the negotiations, the locals are keen to get their hands on the 'Silver Dollar' and can't believe their luck. However, a local hermit and beach scavenger, Ben Knox, lives in a shack on the crucial beach which he also owns. Happer is more interested in the Northern Lights and Danny in a surreal girl with webbed feet, Marina. Mac is used to a Houston office with fax machines but is forced to negotiate on Bens terms."
4070,1981.0,Raggedy Man,94,6.8,Jack Fisk,William D. Wittliff-Sara Clark,Universal Pictures,Drama,"It's 1944 in the small town of Gregory, Texas. Divorcée Nita Longley has been brought into the town by the telephone company to work as its switchboard operator, a job which requires her to be at the switchboard day and night. She was originally told by her boss Mr. Rigby that this job would only be a stepping-stone to a more lucrative job with regular working hours, which Mr. Rigby seems to be reneging on since he has now told her that her position is frozen due to the war. As such, Nita feels trapped by this situation. Nita lives in the telephone switchboard office building with her two sons, adolescent Harry and infant Henry. Because of her marital status, many of the townsfolk, especially the men, view Nita either with contempt or as a loose woman. One evening, Teddy Roebuck, a sailor on a four day furlough who is hitchhiking back to his home in Ardmore, Oklahoma, stops by to make a telephone call. When he learns that the reason for his trip home no longer exists, Teddy decides to stay in Gregory instead. Teddy strikes up a friendship with Nita and her two boys, which blossoms into love. The appearance of this stranger does not sit well with locals Calvin and Arnold, who had plans of having their way with loose Nita, who earlier rebuked their advances. The town's unidentified disfigured man, who Nita fears, may ultimately provide her with the ability to move on with her life."
4071,1973.0,Zanjeer,145,7.6,Prakash Mehra,Javed Akhtar-Javed Akhtar-Javed Akhtar,Prakash Mehra Productions,Action-Crime-Drama-Thriller,"A police officer (Amitabh Bachchan) after the brutal murder of his family seeks some answers from life. Where he was suspended from duty, because of false story portrayed against him by traitors, when he decides to track down the killer of his family years ago, with the help of a street-wise knife sharpening girl (Jaya Bhaduri), and a Pathan (Pran). He was able to make out one of them as underworld don Teja and promise himself that he would not rest in peace until he takes revenge."
4072,1979.0,Hair,121,7.6,Milos Forman,Gerome Ragni-James Rado-Michael Weller,CIP Filmproduktion GmbH,Comedy-Drama-Musical-Romance-War,"This movie, based on the cult Broadway musical of the 60s, tells a story about Claude, a young man from Oklahoma who comes to New York City. There he strikes up a friendship with a group of hippies, led by Berger, and falls in love with Sheila, a girl from a rich family. However, their happiness is short because Claude must go to the Vietnam war."
4073,1966.0,Spinout,90,5.8,Norman Taurog,Theodore J. Flicker-George Kirgo,Euterpe,Comedy-Musical-Romance-Sport,"Mike McCoy is the lead singer for a band combo and part-time racecar driver trying to get by when he is persued by a trio of very different women who want his hand in marriage. The first is Les, the female drummer of his band, The second is Cynthia, a spoiled heiress and Daddy's girl. The third is Diana, a writer of books on men."
4074,1971.0,Le Mans,106,6.8,Lee H. Katzin,Harry Kleiner,Cinema Center Films-Solar Productions,Action-Adventure-Drama-Sport,"Almost in breadth and depth of a documentary, this movie depicts an auto race during the 70s on the world's hardest endurance course: Le Mans in France. The race goes over 24 hours on 14.5 kilometers of cordoned country road. Every few hours the two drivers per car alternate - but it's still a challenge for concentration and material. In the focus is the duel between the German Stahler in Ferrari 512LM and the American Delaney in Gulf Team Porsche 917. Delaney is under extraordinary pressure, because the year before he caused a severe accident, in which his friend Lisa's husband was killed."
4075,2003.0,Franklin: Back to School with Franklin,48,7.8,Arna Selznick,Paulette Bourgeois-Brenda Clark-John Van Bruggen,Nelvana,Family,"After a fun-filled summer, Franklin and his friends go back to school. They find that Mr. Owl is out on family business and their substitute is Ms. Koala. Ms. Koala seems very strange to them and Franklin doesn't like her at first when she makes him change seats after goofing off. The class soon learns more about her and comes to accept her ""can-do"" attitude and ideas of trying new things. Meanwhile, Harriet's best friend Beatrice is going to preschool, but she's still too young to attend. She makes a new friend in Beaver's new little brother, Kit, but not before an unfortunate accident."
4076,1997.0,Directors: Joel Schumacher,,,,,,,
4077,1998.0,The First 9 1/2 Weeks,100,3.5,Alex Wright,Alex Wright,The Carousel Picture Company-Lions Gate Films-Barnholtz Entertainment,Drama-Thriller,"An investment banker (Paul Mercurio) travels to Louisiana to snag the account of an eccentric millionaire (Malcolm McDowell) but gets involved with his lusty wife, Mardi Gras, and (possibly) a satanic cult. The events in and around New Orleans change him forever and give a new slant on The American Dream."
4078,2003.0,Larry the Cable Guy: Git-R-Done,,,,,,,
